D210_CLP	D211_CLP	D212_CLP	D213_CLP	D214_CLP	D215_CLP	D200_CLP	D201_CLP	D202_CLP	D206_CLP	D200_HSC	D201_HSC	D202_HSC	D206_HSC	D210_HSC	D211_HSC	D212_HSC	D213_HSC	D214_HSC	D215_HSC	D200_Immature.B	D201_Immature.B	D202_Immature.B	D206_Immature.B	D210_Immature.B	D211_Immature.B	D212_Immature.B	D213_Immature.B	D214_Immature.B	D200_Naive.CD5neg	D201_Naive.CD5neg	D202_Naive.CD5neg	D206_Naive.CD5neg	D210_Naive.CD5neg	D211_Naive.CD5neg	D212_Naive.CD5neg	D213_Naive.CD5neg	D214_Naive.CD5neg	D215_Naive.CD5neg	D200_Naive.CD5pos	D201_Naive.CD5pos	D206_Naive.CD5pos	D210_Naive.CD5pos	D211_Naive.CD5pos	D212_Naive.CD5pos	D213_Naive.CD5pos	D214_Naive.CD5pos	D215_Naive.CD5pos	D200_PreB	D201_PreB	D202_PreB	D206_PreB	D210_PreB	D211_PreB	D212_PreB	D213_PreB	D214_PreB	D215_PreB	D200_ProB	D201_ProB	D202_ProB	D206_ProB	D210_ProB	D211_ProB	D212_ProB	D213_ProB	D214_ProB	D215_ProB	D200_Transitional.B	D201_Transitional.B	D202_Transitional.B	D206_Transitional.B	D210_Transitional.B	D211_Transitional.B	D212_Transitional.B	D213_Transitional.B	D214_Transitional.B	D215_Transitional.B
ALX3	0.0175705083241417	-0.00321865379739734	0.00599112122674154	-0.00166079097384628	0.00179756641323639	0.0177591753347931	0.00646792096189193	0.0131937694439595	0.00691949149245291	-0.0129981605224537	0.00976304435617387	0.0305883000908146	0.0121463950346752	0.00433412209579179	0.012446953707934	-0.00184877706833161	0.0208203652113892	0.0150409262261502	0.00917168362781882	0.00759806261213288	-0.0303135015694634	-0.0150489700982419	-0.0137487669958302	-0.0261612429194794	-0.0256799602871637	-0.00618681885057406	-0.0133942275266246	-0.0287209425587916	-0.0237673680194222	-0.0477189743318109	-0.0175599939747363	-0.0496663384485316	-0.054484209126448	-0.0273556980086054	-0.0435368031944798	-0.0424258450844356	-0.062832828548491	-0.0573388265014566	-0.0607992294289814	-0.0553406188424532	-0.0283505554108709	-0.0616281342596021	-0.0353375379653216	-0.0491043404274383	-0.0470532786071081	-0.028090234290267	-0.0466002559664285	-0.0455014164272018	0.0153395522929066	0.0264467812943835	0.0342744929284638	0.00166328004690161	0.0201414845734402	0.0236743774874648	0.0236192780708589	0.0167123253297346	0.016850318911227	0.00891480254605064	0.0467475038950911	0.0364796387296989	0.0302319502384209	0.0338698258964882	0.0443554731980198	0.0353006500009492	0.0407357991995382	0.0381767626699913	0.0308915236034152	0.0364594082968864	-0.0539839444714578	0.000656392254156798	-0.0429404981029775	-0.0592752661238086	-0.0311347629562716	-0.0451294293646281	-0.0347930385344196	-0.0364653360696936	-0.044171051062882	-0.0434163604350797
BARHL2	0.0289901035868366	0.00667170609282437	0.0138048961573826	0.0148245202373527	0.00684470544997361	0.0330441457829334	-0.00888925285383196	0.00572753945606551	0.00326445961944629	-0.0111606346253132	0.0208432888306444	0.0305745467105684	0.0205351450195197	0.0231956212111622	0.023596625282084	0.0251918968986327	0.0367374955996577	0.0445681752483225	0.0266660764156923	0.02882538853188	-0.0411410580030303	-0.0206410356125032	-0.0262019534047248	-0.0203334580261659	-0.0173013586330558	-0.00287283522864291	-0.00740446942382713	-0.0180706258982707	-0.012460988676188	-0.0496024615267418	-0.0147525486224054	-0.0433842518196377	-0.0513453968135679	-0.0120804643175535	-0.0240445107387266	-0.0264978048305824	-0.0441685625449731	-0.0477612697065469	-0.0472594706623292	-0.0571889189068597	-0.0350219831623282	-0.0550276719030555	-0.0228877006669179	-0.0332874489210352	-0.0217781872845838	-0.0122153786914268	-0.0408726809960726	-0.0212512657536686	-0.0102548917114946	-0.000562655889654024	0.00648021734397132	-0.0267752540393439	0.0137945796860466	0.0161239163825217	0.0184437498610708	0.0147658448752806	0.00281003832455151	0.00905886601723281	0.00566464300782852	0.000934282249313847	-0.0124837058005541	0.00453803157310936	0.0132618074797561	0.0120483431955188	0.019677864345764	0.0201192627860196	-0.000557832689396055	0.0208831708326846	-0.0631235870974214	-0.00986167380638628	-0.0502538473033791	-0.065281360803271	-0.0229457243896213	-0.0287855647971491	-0.0146167288052964	-0.0166229151967449	-0.0321771146271634	-0.0151466234721701
BHLHE41	-0.0210475133338329	-0.00794124845377068	-0.0101087266737727	-0.00455039597228521	-0.01297482363056	0.0134688627154138	-0.0544068336079765	-0.035681265097628	-0.0380515141173581	-0.0330763195822039	-0.00855879564350609	-0.0217443381121167	-0.0212121952694231	-0.00431733142375183	-0.0209046919700677	0.0113046935567971	0.00299138692191954	0.0171084318564444	0.0032027735867461	0.0158452079265387	-0.0223073920275431	0.00154794477179363	-0.00748768842751966	0.00821692338485724	0.00670419082510463	0.00925729405600113	0.0145937753004307	0.0229630917482499	0.000953748389881317	-0.00919014914085545	0.0324122870174047	0.0035162011434542	-0.0289893518697142	0.016216401939534	0.0261588678450032	0.0358482679905622	0.0120156163522966	0.000518096175305481	-0.0150116084352216	-0.00447987243419693	0.00793038070562621	-0.02190433040398	0.0153222952820152	0.0146884264918175	0.0302800501630612	0.0311034225687978	0.0230358354223449	0.0510333642207259	-0.0163636574630858	-0.0176461855045695	-0.0197925227867491	-0.0404255667055126	-0.0157609266188258	0.00143935609074247	0.00207073791387436	0.0168378321975316	-0.00761981598018041	0.0193060761571219	-0.0262263921887358	-0.0153869198686735	-0.0336285117473976	-0.0156339082677816	-0.0204947059905121	-0.0173369896852955	-0.00749704376732596	-0.00375032595016693	-0.0249797513371515	0.00229123086202917	-0.0185966245240834	0.000971084098493821	-0.00467491258500106	-0.0351599693706509	0.0154450778718272	0.0182204360040764	0.0301978650561129	0.0295765083919861	0.0142839157864678	0.0469469224650626
CREB3	0.00308903633850279	0.00935469367758796	0.00332080233818614	0.0103828330756531	0.00464666562968321	0.0197596756874551	-0.0412806010758379	0.00275355878219237	-0.00634561516854477	-0.0183150266407721	0.0115514727687921	0.0159018990439852	0.0207622335610785	0.0134131316695865	0.0106086471190485	0.0206547425921545	0.0215062397483434	0.034495179653892	0.0216613694167815	0.031247208765895	-0.0178505744292993	-0.00523343102357883	-0.0084733779291713	-0.00348543541592489	-0.000678827013006901	-0.00319825476923105	-0.00531278286762882	-0.00117855265914748	-0.0141146099926909	-0.00213215598891671	0.0214186693607558	0.00723096965505996	-0.02939367403813	0.0267746233152941	0.0138110043858995	0.0226830659355234	-0.000559612997751386	0.00276940540666214	-0.0142793823754841	-0.00493316681860601	0.00466317043371508	-0.0272786422366617	0.0258265809869028	0.00658608978583873	0.0238958010819817	0.0218404528658986	0.0161473157284408	0.0337454986562704	-0.0339808703624442	-0.032378374795091	-0.0245655463944509	-0.0604233290593935	-0.0367860181034827	-0.0183601493038282	-0.0231150315626751	-0.0114147639956213	-0.0377934155074691	-0.0104406343217292	-0.0195401632152351	-0.0117221891006297	-0.0217031761620774	-0.0164555623982181	-0.0175561534007277	-0.0147027104924898	-0.00450561251633034	-0.00307051916409568	-0.0197655438917764	-0.00162516830084457	-0.0156575103398089	0.0179705249518378	0.00139441940703585	-0.0345032669500331	0.0154691441921238	0.0142302231801829	0.0173084023542433	0.0205457103069879	0.0172691465220276	0.0389788164604492
DBP	0.0253485239809006	0.0451071000210328	0.0358579503440677	0.0366570580850648	0.0400964445223909	0.0466278395327501	-0.0243403051612882	0.0267334144697348	0.00112264591216798	-0.00204343917667987	0.0673109394114163	0.0799180212702237	0.0734755432863643	0.0773864441977969	0.0763647429483123	0.0845228311239444	0.078719371766613	0.0846514879493166	0.0720982723940023	0.0913511464371305	-0.0572354937894024	-0.0497349193491406	-0.0639350421492062	-0.0423590001364778	-0.0338764898102545	-0.0367965703256637	-0.0387631785300767	-0.0370129649762476	-0.0480987712949742	-0.0294963673849708	0.00192453149511619	-0.0242003605651304	-0.0638878069959832	0.00886070131175804	-0.00169960783953979	0.000617073915486238	-0.0124694196154231	-0.0236004459967924	-0.0289422439983128	-0.0312623019705894	-0.0121618857425809	-0.0499022782398709	-0.000260224011966223	-0.0110760231321825	-0.00424481248446634	0.00299185759374341	-0.000775339166429551	0.0231876334157883	-0.0578106542878373	-0.0602049038356907	-0.0611275672958662	-0.0862042014619781	-0.0543497675641231	-0.033098467416925	-0.0383635599839974	-0.0328728485806813	-0.0560678487263007	-0.0327374496362519	-0.0226443687200736	-0.0134388728850903	-0.038609422106788	-0.00841113643284556	-0.00723405237370347	-0.0028242013606448	0.00185138197680262	0.00636121182441048	-0.0126190575719402	0.00442134174555882	-0.0573778947090077	-0.013549075873291	-0.0501523122105322	-0.0788386445386498	-0.00966301302587799	-0.0108408089460861	-0.0110429626090001	-0.00443770590042585	-0.0157441420402772	0.0157997995690825
ELF4	-0.00139567837930558	0.00512595662751687	0.00018766848659478	0.00102444681440737	0.00660427103803673	0.0106637367999183	-0.0349744198916355	-0.0121972466778685	-0.0193620181598414	-0.0142925549144421	0.0068880226775305	-0.0025930554126923	0.00129558630155945	0.0111653721241729	0.0113302106668715	0.00467523752886925	0.00895306516489733	0.0167964214211881	0.00591066944776737	0.0181596421860158	0.00535277649377715	0.00470894378900076	-0.00805913365716659	0.00811926331036041	0.00733636740876798	0.0146536487782897	0.0014177111072275	0.00653306337554072	-0.00843409432374165	0.0314816966517233	0.0364385881988779	0.0251833635259246	-0.0173194264423667	0.0312185637846747	0.0267461841166076	0.0242029406982225	0.0241647306081447	0.0104733346923438	-0.000122146810995163	0.0252149249272357	0.0246573538895215	1.06238811359433e-05	0.030800921747606	0.0168809516014428	0.02452439612792	0.0394144887464148	0.018578066363646	0.0403749093509039	-0.00489195754989229	-0.0278201030419655	-0.0193849209745231	-0.0339185560675605	-0.0229802810690109	0.00181017869327596	-0.0142856647596885	0.00201356604892937	-0.0232098655492833	0.0146455330572088	-0.0354545520500081	-0.0520011632485141	-0.04791501545748	-0.0326366548219039	-0.0369261247675029	-0.0408451731072789	-0.024427627878028	-0.0212968996051018	-0.0338596246204344	-0.015678286349074	0.0129105648176563	0.0146705250581403	0.0123168565291528	-0.0213493570532973	0.0138195729061916	0.0213670548227768	0.0103780016998743	0.0274406059193278	0.00560111666988117	0.0374132804532078
EN1	0.0100128605268064	-0.00367681206052386	0.00286818574859314	-0.00050838526364682	0.00551050544722952	0.0175577673658726	0.00331107825666687	0.0145335329157561	0.00308756655663886	-0.0105953479030501	0.0119541686663564	0.0331014193706309	0.00519593648206993	0.0108007743501019	0.025345740132749	-0.000122120753109189	0.0278482232420646	0.0218614987877234	0.0124930981697781	0.0179031827143953	-0.0131673349171999	-0.00773183515684831	-0.0036222570044375	-0.0162378421834844	-0.0177173971611643	-0.0064856354866499	-0.00889142642588617	-0.014790076145221	-0.0169675344754779	-0.0467144745664153	-0.025947734949249	-0.0463561416751351	-0.0488935869930768	-0.0302252441617751	-0.0385139976054501	-0.0435095126258434	-0.059124408569615	-0.060273487998987	-0.057828567276667	-0.045023425561615	-0.0325129517287494	-0.052879926965063	-0.0334791922315235	-0.0432804490885659	-0.0468432977022691	-0.0335955301785226	-0.0439912092624913	-0.0436428799066657	0.0253447799367897	0.0262492703217209	0.0353999902045227	0.0106330951212215	0.025136312712648	0.0246083405272048	0.0255623939549874	0.0287047316011641	0.0212658124352197	0.0215330821887189	0.0240028592699937	0.0170208193715158	0.0110695617842808	0.0132490485770652	0.0331010790265507	0.0156421326435263	0.0193028151372252	0.0247380414915416	0.0181653414987662	0.0243399671455122	-0.0408659790420746	-0.0122902282964326	-0.0374763873436857	-0.0421390039356375	-0.0257438767358189	-0.0367072433874023	-0.0311364865836398	-0.0322830265754136	-0.04100720747754	-0.0374117825665549
ETV6	-0.0123996670591935	0.00245067522719988	-0.0030261912174256	-0.00174283356021952	0.00251247262003233	0.00342080013605909	-0.031783220736585	-0.00688809620991874	-0.018469512691413	-0.0203819394390472	-0.00669000740037423	-0.00261845556650056	-0.00249920791540845	0.00216712606084708	0.00413115280093601	-0.00637789481921088	0.00598061018215401	0.0103289233018418	-0.00261045813005881	0.00744765969446552	0.00664134668915329	0.0106156704370688	0.00630389057032177	0.01480521657193	0.0112612823465569	0.0183666344544594	0.0135807560636478	0.0148126648795672	0.0056854894715299	0.0269210397457687	0.0223088762522486	0.0279281121038658	0.0110751094244517	0.0379616170950064	0.0313320656748122	0.0306272953476268	0.0236190724108612	0.0225629977469631	0.00912880344315503	0.0249666757009639	0.0171840541966851	0.0128799699835304	0.039882080748567	0.0236435098581359	0.0305286896657844	0.0376500308318717	0.0299629719800414	0.0384298063992473	-0.00596706755763813	-0.0112122674185167	-0.00617723130791908	-0.019156163297115	-0.011642282659942	0.00347870364017504	-0.0035758504171706	0.00649120896811833	-0.0141159810691541	0.0139990637365574	-0.0461368431039005	-0.0541846903471852	-0.0510963432014955	-0.0440652936032222	-0.042997466068165	-0.0470279984988636	-0.0327009259347763	-0.0287846278790912	-0.0426202705881191	-0.0284528801741339	0.017320260037255	0.0203063539827199	0.020278408301121	0.00440631677881989	0.0266295131945812	0.0286330709998613	0.0244166185365049	0.029686511395081	0.0214062687171305	0.0385501678124078
FLI1	-0.0104126754852954	0.00803447208190117	0.00308014556736954	0.00603278652601042	0.0100121706334593	0.0168163372086854	-0.0581656552213745	-0.0186704416943285	-0.0271698434947353	-0.0162323511709676	0.0125703799085556	-0.00215675969068452	0.0153424520243074	0.0220060759403391	0.022231022399689	0.0119665529455638	0.0175615346672294	0.027200883575585	0.0118367979910002	0.0321394768270447	0.00729004426975818	0.00897973241174066	-0.00308189178730062	0.00953032242720751	0.0105506185551274	0.0126801026462489	0.00538408495869268	0.0137852477608281	-0.0131050181526571	0.0347306741700179	0.0363284196825587	0.0332581883739034	-0.0119953703825112	0.042664546283926	0.0296388373403659	0.0348606015991532	0.0334833704590542	0.0214956497227013	0.00262459045919866	0.0305403301036345	0.0225083715487	-0.00111644286857146	0.0476738490577718	0.0212672643609182	0.0394461270306582	0.0491346673221924	0.0291698391961134	0.0578874815669892	-0.0116196507800231	-0.0417035524555931	-0.0287997688900127	-0.0446497747837259	-0.0326936309164133	-0.00441895099089298	-0.0212786056033459	0.00299312956350531	-0.0314546457186155	0.0181024234779858	-0.0580434671703094	-0.0735777934235927	-0.0646605478544148	-0.0516904251869757	-0.0545164075887406	-0.0590588835544024	-0.0352102400221332	-0.0334723632963706	-0.0490317955035843	-0.0232197548214533	0.0173660107432766	0.0142042853117028	0.021985876893013	-0.0217425310584401	0.0247477677387237	0.0283346140708377	0.0220354313468922	0.0370738644544151	0.013470023640599	0.0575335241384678
FOXI1	0.011474345002732	-0.0154898719522	-0.00505952847260396	-0.0115122192990711	-0.0156579618769659	0.0172175106685556	-0.0220611112250513	-0.00625576443764416	-0.00453033383234716	-0.00914510629612916	0.00101045248200146	0.015211227610141	-0.0121094375191326	-0.00111659854267617	0.00809153851913239	-0.00253872479853085	0.0236093821070579	0.0153912036739412	0.0065277428467152	0.00277218411431829	-0.033096351819196	-0.0292539468197933	-0.0351014191131353	-0.0308553026804291	-0.0391374138419025	-0.0157197826070599	-0.0268867699403383	-0.0354783432141557	-0.0345904205486351	-0.0305915803820756	-0.0143155409601144	-0.0419907765029242	-0.060962778946512	-0.0271900524427644	-0.0314674764178248	-0.0344933190360101	-0.0358497864706243	-0.053228083341389	-0.0379322956966298	-0.0350479244249922	-0.0213952040330534	-0.0532134765993206	-0.0391989945424425	-0.0366597401902456	-0.0437053903813573	-0.0122504515148973	-0.0446857287097126	-0.03316642455258	0.0153639607746336	0.0194811369416088	0.0184425152999505	-0.00377274685108768	0.0165146981349095	0.0151618871470988	0.0183598731436517	0.00794725317213413	0.011991205520792	-0.000747987394503366	0.0584402013159359	0.0475377634568828	0.0312552819260293	0.0537492109056109	0.0661307602802989	0.0443504178072673	0.050752450546065	0.0496299395277262	0.0486635397439203	0.0426989877760594	-0.0493682686868989	-0.00965438319495819	-0.0527492508377	-0.0686608029128885	-0.0448600608234408	-0.0392079815430386	-0.0430910987156658	-0.031388584798031	-0.0529417160869099	-0.0462366775763474
FOXL1	0.011474345002732	-0.0154898719522	-0.00505952847260396	-0.0115122192990711	-0.0156579618769659	0.0172175106685556	-0.0220611112250513	-0.00625576443764416	-0.00453033383234716	-0.00914510629612916	0.00101045248200146	0.015211227610141	-0.0121094375191326	-0.00111659854267617	0.00809153851913239	-0.00253872479853085	0.0236093821070579	0.0153912036739412	0.0065277428467152	0.00277218411431829	-0.033096351819196	-0.0292539468197933	-0.0351014191131353	-0.0308553026804291	-0.0391374138419025	-0.0157197826070599	-0.0268867699403383	-0.0354783432141557	-0.0345904205486351	-0.0305915803820756	-0.0143155409601144	-0.0419907765029242	-0.060962778946512	-0.0271900524427644	-0.0314674764178248	-0.0344933190360101	-0.0358497864706243	-0.053228083341389	-0.0379322956966298	-0.0350479244249922	-0.0213952040330534	-0.0532134765993206	-0.0391989945424425	-0.0366597401902456	-0.0437053903813573	-0.0122504515148973	-0.0446857287097126	-0.03316642455258	0.0153639607746336	0.0194811369416088	0.0184425152999505	-0.00377274685108768	0.0165146981349095	0.0151618871470988	0.0183598731436517	0.00794725317213413	0.011991205520792	-0.000747987394503366	0.0584402013159359	0.0475377634568828	0.0312552819260293	0.0537492109056109	0.0661307602802989	0.0443504178072673	0.050752450546065	0.0496299395277262	0.0486635397439203	0.0426989877760594	-0.0493682686868989	-0.00965438319495819	-0.0527492508377	-0.0686608029128885	-0.0448600608234408	-0.0392079815430386	-0.0430910987156658	-0.031388584798031	-0.0529417160869099	-0.0462366775763474
GCM1	0.0330367465627357	0.00346557036995294	0.0129923080043248	0.00503475547049562	0.0055466322048766	0.0300996298060838	0.0160501194044983	0.0263276579015239	0.0219108845415069	0.00709260262160707	0.00430121627784724	0.0365812821595629	0.0125462185174839	0.010246355792346	0.0176051974574561	0.00506363849984322	0.0300930241045538	0.0222391393305253	0.0158739862832032	0.00969885462835114	-0.0388626916406318	-0.0284703421555116	-0.0194134061957961	-0.0266190912981599	-0.0215302422284761	-0.0151022747351195	-0.0146220851681866	-0.0272455875357142	-0.034295751231941	-0.0343121016698124	-0.024100004348413	-0.0449335409653191	-0.0495055462253122	-0.0114466836686763	-0.0323604587162109	-0.0331023135676033	-0.0556876145035976	-0.0594325718276654	-0.0488214558106209	-0.0362764605430021	-0.0327788457220824	-0.0554155154898039	-0.020851126690428	-0.040328479689505	-0.0358158123589718	-0.0181121155530753	-0.0389598224679168	-0.0293840986654266	0.00753585844984462	0.0237738017316497	0.0263210487798667	-0.010254006436011	0.0253235495436228	0.0123667333305309	0.0208447908950881	0.0136829305026456	0.00423317245968207	0.00360895924785545	0.0268162584683331	0.0266776144683006	0.0130170221641501	0.0250720075681229	0.0407009728382802	0.0120276917374444	0.0246731920078688	0.0246851692511634	0.0105343361324502	0.0198693492645369	-0.0405055082115392	-0.00230487635915182	-0.0378146035449713	-0.0499546996911278	-0.0206851098927227	-0.0353724482827618	-0.0300434414182321	-0.0261529181490435	-0.0434311085279003	-0.0328726739213595
GRHL1	0.047774937628749	0.00499757492609595	0.024922089299146	0.0122093958367312	0.0142360839717437	0.0446839518608818	0.0248241412352174	0.0449800961399136	0.0321488960823887	-0.000562956731501025	0.0266221989871074	0.0693104802351207	0.0300862266664338	0.0221139265841435	0.0411643503470618	0.0171109496150805	0.0542509540968981	0.0469385052267527	0.0334335713448308	0.0311510594904241	-0.058535822608691	-0.0398396209451227	-0.0467244689743582	-0.0471236273617209	-0.045791974094001	-0.0320954514329754	-0.0329995483382081	-0.0503293777985105	-0.0489190834165437	-0.0529277177679366	-0.0273984680808185	-0.0534471710336822	-0.0815845482325655	-0.0243424910961281	-0.0447293066765689	-0.0451559388011957	-0.0632637685076696	-0.0756280438272905	-0.072244105355226	-0.0611955487319169	-0.0428675203801484	-0.0827959808050548	-0.0297476662818937	-0.0620417979285484	-0.0508988368285775	-0.0300751669295458	-0.0578127433536523	-0.044395756259236	-0.00516093156200173	0.0136026956024229	0.0178964852336564	-0.0325025538816666	-0.000460943521429474	0.0117311666413588	0.0145771600124338	0.00813416037852985	-0.0105977036627479	-0.000728284811309448	0.044933067449796	0.0442928653331795	0.0252630391969874	0.0325902302525057	0.0563672883559547	0.0307306721406151	0.0456859937075531	0.0432946166675113	0.0249745689373938	0.0372101766432558	-0.0685432585008902	-0.00224369538723015	-0.0656694597268368	-0.0800494666033027	-0.0330924648362658	-0.0527819333765828	-0.0428820453239239	-0.0404859469543707	-0.0638203597125639	-0.0433813985252732
GSC	0.0275583544776185	0.0106749202389947	0.0193002607516725	0.013311297418987	0.00800948748816128	0.0350567370664184	-0.0180810652550738	0.00605171370048773	0.00830772108110114	-0.00636262755953275	0.0174054593773333	0.0247462044858151	0.0174834054651743	0.0167051063118254	0.0167484273438112	0.0263474792261026	0.0412830273869781	0.048342709148804	0.0324560062926912	0.0348414444954084	-0.0546764897552865	-0.0345131946887826	-0.0469792000588314	-0.0363895236205059	-0.035984376142552	-0.0156105253442841	-0.0187682276930025	-0.0338678149819813	-0.0315916205218175	-0.0725383639891109	-0.0348404894497319	-0.0619095152495556	-0.0804291566964107	-0.0418689863327059	-0.0427306744728349	-0.0447233611364132	-0.0689510913101563	-0.0750757344203071	-0.0860442019568661	-0.0754060588023869	-0.0523052649662188	-0.0821528688245096	-0.0455161356593109	-0.0501308216279254	-0.0455147408681562	-0.0306743369233369	-0.0535956259847388	-0.0350433400618214	-0.0136413387721322	-0.0103461219039577	-0.00766563268360323	-0.0515470667476344	-0.00943633054012325	0.00955000365585119	0.00815031974373933	0.00889574589065015	-0.0181030603672278	0.00923188170516924	0.0469196348258929	0.0450150766579955	0.034213503395161	0.0482481435444268	0.0578446237086506	0.0481392295471384	0.0563839352947422	0.0577029589841488	0.0420923194464783	0.0613335244240579	-0.0810910368962058	-0.0238238837746911	-0.069108544563643	-0.0887629188408148	-0.0385562577050172	-0.046669807160451	-0.0350765533484143	-0.0366383194298885	-0.0511951949963568	-0.0305001076705886
HEY2	0.00171219821903722	0.0108001724752246	0.00595671556569683	0.0134847352424652	0.00297040829345093	0.0208622253757112	-0.0020163112420101	-0.0139678117707487	-0.0135871466037766	0.0047071612392894	-0.00810323598103125	-0.0123566660783539	-0.0160171313329569	0.00936634905065497	0.000759964095015213	0.0119545432687676	0.0110801651249136	0.0197649582495012	0.0122313829437375	0.0102347352556163	-0.0444885980270245	-0.0258350706455235	-0.0245633212196497	-0.0186378569252872	-0.0175074279059867	-0.0145226283032346	-0.00524136890855428	-0.0144826660844097	-0.0238194616479405	-0.0311862931710237	-0.0242851555114245	-0.0198127336478741	-0.00524754204870917	-0.00772828909648823	-0.00856302248727057	-0.00190753874410256	-0.0271270483450037	-0.0223140904185819	-0.0265672535889971	-0.0328089941757456	-0.0438567953336571	-0.018231685552252	-0.0142847434087348	-0.0117917083891583	-0.00859144910783398	-0.0105359162797921	-0.0107977702594595	-0.0102005241815464	0.000270355447783487	0.00934478376517398	0.00410905404941565	0.00625823461597652	0.0259505396367799	0.0142175619561288	0.0247182530554495	0.0200983871017842	0.012253061049321	0.0155100260553832	-0.00224302555389396	0.00199539695148909	-0.0111941719521513	0.00751658581320999	0.0139832019203332	0.00771518011877992	0.00820211577724122	0.0151541034187785	0.00748939637503812	0.0129129688511936	-0.0363776812397323	-0.0296092344319093	-0.0306342500387117	-0.0224594878585769	-0.0076270716690105	-0.0118106404710434	-0.00519444215837913	-0.0130888702299644	-0.0139888829476724	-0.0142824302068123
HINFP	0.0194427764012197	-0.00406444635920322	0.0114891033768344	-0.0020911469269487	-0.00697429330574385	0.0302943725548216	-0.0115401983029673	0.0173340108838824	0.00513025610471479	-0.011615142486854	0.00430632560446119	0.0296287645720244	0.0105744487467351	0.0135096488843458	0.0123672946194388	0.00376334808102311	0.0341237942734053	0.0231508728470851	0.0137050159603304	0.0112853761061217	-0.0351564100590223	-0.0218543838332211	-0.01879362525978	-0.0163761949087132	-0.0141208831373735	-0.0108768198822489	-0.00843162683785414	-0.0214828784251787	-0.0337847920679988	-0.00935843496490574	0.010865154110851	-0.0195669546247474	-0.0491598348323859	0.00945186095452821	0.0016305155197446	-0.000528330012921498	-0.0318146270792461	-0.0314826427844476	-0.0297536118649717	-0.0144149913899559	-0.00770538944088007	-0.0404558872357399	-0.00289537441287814	-0.0147146882881726	-0.00800355967350749	0.00921665900902213	-0.0113588715912072	0.00344848622758584	-0.00833480072436377	0.00469280015352411	0.0184357129982841	-0.0406047726080422	0.00491314497869437	0.00775207060586328	0.0152117318344683	0.009687968693277	-0.00836095707084755	-0.000739228611518403	0.0103337349229496	0.00758335878674454	-0.0129091463988588	0.00498560850238129	0.0174442179174881	-0.0092147234317881	0.00966441804932058	0.00608753828244061	-0.0180282588873787	0.00388051820301379	-0.0241371806493569	0.018407300602161	-0.023193359146155	-0.0458345941586416	-0.00427597331235407	-0.0120122195561943	-0.00792094355989713	-0.00587030256168382	-0.0216643384943232	-0.00355342403151847
HNF1A	0.0213276578817115	6.23765779888263e-05	0.0137662873954154	0.00536513240046124	-0.00246270150057416	0.0277689676146718	-0.0114770575875986	0.00145095732167435	-0.00268651521828725	-0.00709240195345393	0.0216036170979295	0.0282345163285879	0.0101581970478927	0.0241564484742065	0.0266273313982541	0.0236282891156537	0.0423448251811194	0.0367521837511191	0.0255296830302207	0.0270550932452019	-0.0488752353303577	-0.0285177389815991	-0.0404890012273497	-0.0312783201354124	-0.0185157641464812	-0.0156098853171118	-0.0137272448037249	-0.0280503287788219	-0.0322934315725883	-0.045657250141589	-0.0154134729750221	-0.0520159451165685	-0.0519501094637799	-0.0113647793286289	-0.0214507552438266	-0.0239853093045036	-0.0469379811006249	-0.0443881845224373	-0.0505206987664889	-0.053305074711247	-0.0328811371044902	-0.0520731309571088	-0.026970483902836	-0.0304001088917432	-0.0281647492844281	-0.0180950442693096	-0.0332066512450015	-0.030998139955108	-0.00224784133289922	0.00362247393349489	0.00146737084943951	-0.0210551599095389	0.0124224793169608	0.0101902556203049	0.0176221298378877	0.0130280749951103	0.00346106413225328	0.00113193297465386	0.0261629991972564	0.0154966325240608	0.0030773909391973	0.0237320800673125	0.0340790552230884	0.0183695598298245	0.0330530776231545	0.0333146581556342	0.0155357650052377	0.027080214101542	-0.0596246971956469	-0.00803507609542737	-0.0550714846580505	-0.0657045194299812	-0.0256717343780357	-0.0294257172214568	-0.0244045989023362	-0.0235871551303361	-0.0317741027927934	-0.0293806818616397
