D210_CLP	D211_CLP	D212_CLP	D213_CLP	D214_CLP	D215_CLP	D200_CLP	D201_CLP	D202_CLP	D206_CLP	D200_HSC	D201_HSC	D202_HSC	D206_HSC	D210_HSC	D211_HSC	D212_HSC	D213_HSC	D214_HSC	D215_HSC	D200_Immature.B	D201_Immature.B	D202_Immature.B	D206_Immature.B	D210_Immature.B	D211_Immature.B	D212_Immature.B	D213_Immature.B	D214_Immature.B	D200_Naive.CD5neg	D201_Naive.CD5neg	D202_Naive.CD5neg	D206_Naive.CD5neg	D210_Naive.CD5neg	D211_Naive.CD5neg	D212_Naive.CD5neg	D213_Naive.CD5neg	D214_Naive.CD5neg	D215_Naive.CD5neg	D200_Naive.CD5pos	D201_Naive.CD5pos	D206_Naive.CD5pos	D210_Naive.CD5pos	D211_Naive.CD5pos	D212_Naive.CD5pos	D213_Naive.CD5pos	D214_Naive.CD5pos	D215_Naive.CD5pos	D200_PreB	D201_PreB	D202_PreB	D206_PreB	D210_PreB	D211_PreB	D212_PreB	D213_PreB	D214_PreB	D215_PreB	D200_ProB	D201_ProB	D202_ProB	D206_ProB	D210_ProB	D211_ProB	D212_ProB	D213_ProB	D214_ProB	D215_ProB	D200_Transitional.B	D201_Transitional.B	D202_Transitional.B	D206_Transitional.B	D210_Transitional.B	D211_Transitional.B	D212_Transitional.B	D213_Transitional.B	D214_Transitional.B	D215_Transitional.B
ZBTB33	6.90816106209788	2.70941503609669	6.46720167815982	3.36108511156652	2.99306937468172	11.5977715918075	-1.46699909242212	3.93660867256603	3.31738162904448	-0.227318167530099	4.04506738233031	6.29895136341682	4.40543602533558	4.96161231428206	5.04889710436708	4.41803574096189	10.840800320817	8.06672061240351	6.84188763166204	6.6100184923544	-7.15690678683026	-6.12716887691232	-6.25054087290725	-5.82426648305536	-3.71281368497568	-3.84443770963896	-4.71618351180105	-5.01667550827434	-6.79516110124317	-5.10870864129001	-0.558418695064488	-6.38644913663834	-9.52545709717925	-2.01169242250232	-3.79131363890634	-4.53206267014127	-6.10957130194246	-8.12836237253133	-8.0866783327757	-6.66054307866277	-2.81582516349861	-9.57607951590303	-4.11498070993765	-6.647160637801	-4.90244761916868	-0.948768115786537	-6.50597045506128	-1.9323370690111	-3.63677408287439	-2.20943632659618	-0.51257418785768	-6.93112510469444	-2.38304302030211	-0.956635689345744	-0.599249373731861	0.0648466941784351	-3.72839796987834	-0.328680505068275	4.01376760456111	2.55978279511875	0.43180487681888	3.01702261115346	4.35940290982056	1.47991543461746	5.5764421683244	5.29590296847448	-0.0173750516011811	5.53327295556778	-7.36755118796721	0.442960916619599	-6.76082951014658	-10.581231859058	-5.99524535185119	-5.36331962897686	-5.57863070590806	-3.07616270768269	-6.97431235529487	-1.59484879256668
ELK4	-0.255117294516888	1.65976383046464	1.06250614693898	1.66713319913348	1.53027575006306	4.76979593765357	-7.1543679413666	-1.8324605450696	-3.16095581948811	-2.51436023706931	2.59719843202143	0.566611306819509	2.11056073521247	4.03833815087364	3.35200231396153	1.93730530840214	3.61187000705791	5.56912308452334	2.35773503135563	5.26934287192532	0.0669185909929486	0.272288459471089	-1.51495573917501	0.811331149019803	0.651018601557616	2.19661240725538	-0.160347829466663	1.08679414898578	-3.0694642271535	5.77560120630814	5.48086565981612	3.88954333690869	-2.2851393099409	7.45908768263088	6.31203487479355	6.0190462969886	3.63683885841609	1.92649071595576	-0.220955009442636	4.71892947853464	3.44410123140706	-0.409995474521849	8.41135031034183	3.593947949184	6.74081153790475	9.70345125030261	4.87530231601965	11.0005028894181	-2.38152140696024	-5.48559965804748	-3.37142591673948	-5.79323351660462	-4.65103154276142	-0.804540744014429	-3.20343750999998	0.117337232743498	-4.42748441077677	2.27127795569007	-10.1024451794536	-11.7461447717271	-11.4633596947497	-9.16538030897228	-8.66006193036032	-11.0413794225211	-6.69794229599035	-6.08157362886148	-9.56725048941933	-4.81151968789614	2.66089597272974	2.79080148209073	2.84482424187488	-2.88739373223582	3.72962831838729	5.63845823931011	4.06803676207898	7.84938734428295	1.8516884021424	10.7489306267732
ESR2	-0.489052810659904	-0.278959362375352	-2.30932991882388	-0.322003717674905	-0.561296207015684	-0.23579556279649	3.35929093326454	-1.1767853740797	-2.56449212204876	-0.248441674505567	-2.08227681669046	-1.15927496826592	-2.56356501766164	-1.62562053204843	-0.934461178327969	-1.31466005605529	-1.28699686270374	0.213162255963033	-1.14867067687939	-0.952274589034505	-4.00636319598669	-1.94500734644905	-2.50039043887524	-2.13611945262672	-4.84034187190721	-0.997554964137547	-1.35697164523819	-2.44664494486665	-0.734949319947357	-6.02499779966231	-4.11634961262007	-4.78260505086048	-0.483257081070066	-3.30623242814444	-4.01835665548016	-3.28989309763719	-4.8028204442432	-4.1337552002205	-3.14009383339946	-5.73154202058884	-5.08693783829636	-1.82583117148735	-3.49405469970903	-3.94684858833771	-3.71056006500434	-5.09608560414154	-4.17773412240295	-4.58163702019757	5.85797349894222	7.12034881369658	3.29978888993195	5.35991136420102	6.58795763385845	7.41342661905462	8.23245133023065	8.72410280921294	6.17027376610188	8.20925029157159	0.350821332240411	1.86246496099413	1.29321273547875	2.36433352835363	3.00637704326009	3.04393328565481	3.08840591296408	3.66139488800546	4.05105225839257	3.76772826983731	-4.76901637789321	-5.69491398861002	-6.04855809431899	-0.94078300584904	-2.76072234169867	-4.29939187243169	-3.06637414200573	-4.63055982613356	-3.41900899715996	-4.28463695235701
STAT1	4.89245027352469	5.7261938282515	5.18710329295834	5.94578971557155	5.18369071373112	9.8361851890975	2.72982078317899	3.21304501978251	1.73235052104156	3.88262005798317	4.12027245264324	3.89406672292395	1.18172692044252	4.33103752032368	4.58384600805129	4.08154633452772	6.23074863649346	7.58336692876218	4.91209026535186	6.3727462293341	-8.46403990566015	-7.3798466299447	-8.46746821183052	-7.22348787354606	-7.18271175298798	-5.37931161983601	-5.7223131370149	-6.40264129913726	-5.62213313189605	-8.21161972476264	-5.7747371797393	-5.92696661650028	-4.02844171539667	-4.87737664952982	-6.47888996435807	-5.0047025493764	-6.60366184758759	-5.6562184452044	-6.02184254278307	-8.00177113938966	-7.42474960769982	-5.27520719093692	-4.9902215504593	-6.48400337438826	-5.2972416892307	-6.72940355913119	-5.74578877147193	-5.43010543913337	-1.40048885059471	-0.947011903027301	-2.78150433852519	-3.2748045781397	-1.34952595572424	0.43411662755517	-0.0905699159033953	0.541214550281234	-2.52903194442642	0.987039275752753	5.17916633288604	4.31822038044641	2.60316332835582	5.8783018037792	5.93391895130619	5.43123248830379	6.63186549224257	7.96057747930571	5.96685293627655	7.21081465885724	-8.57616508548419	-6.43309735381588	-8.7225235432234	-5.73252104065108	-5.07212477912685	-6.65638651236504	-5.59912124875197	-6.99335924709124	-6.27555604098749	-5.50716147408076
STAT3	5.823956117244	5.28612461131046	6.01759949724918	6.89867742925797	5.04061567201433	10.9284341833046	2.85653494890573	4.3427139721859	3.12628935891179	3.90326160523256	4.96255120586358	5.39388778875009	2.95675944615422	5.63848535417978	6.79682136815179	4.68591516973406	8.70924254108517	9.71867693547475	6.35914118089377	7.69356864176488	-8.5944873145782	-7.84071945212122	-8.71821237003913	-7.37470660584907	-7.54777043955072	-6.25918834536674	-6.5942421270447	-8.29688368826864	-6.8074627603779	-7.0571065131952	-5.0356665914188	-5.02531254272952	-4.05265161549931	-3.38624399482465	-5.17940728568008	-4.4560357569977	-6.29103225962107	-5.7143842006548	-5.46642544654164	-7.40734201692667	-6.08750398143993	-5.26034384490287	-4.14854730080323	-6.28841823984143	-5.09933550753384	-5.17462308098183	-5.56359159111778	-4.75805262879909	-2.36743196736603	-1.27674551574403	-2.4466416063673	-3.97304257768752	-1.54384970407371	-0.672259254732097	-0.894507617337053	-0.910712180806494	-3.42714447275259	-0.83035063947584	4.59743397317928	3.31865025792413	1.72907929372539	4.01297888347345	5.67266239570936	3.90976063130081	5.41587193522149	6.25994170098932	3.28178462167562	5.30772911567736	-8.2510132446216	-4.77674425631868	-7.75871289138386	-6.35882350107666	-4.55008629386555	-6.09694597164829	-5.1842572334124	-6.46495779576729	-6.34831002530436	-5.00425662400401
GATA1_TAL1	3.97874942465424	3.65781146401264	2.85043570865771	4.50748167606346	4.0845070659322	4.06428052345326	6.8551691610223	3.2268033107268	2.06450261411436	3.97333687701284	15.5516887336242	12.2138761975965	14.6303793261715	14.1801677255453	11.9055803645566	13.1026288811658	13.2201745624402	13.756258856223	13.3312975379201	13.2101698387301	-9.2165186271649	-9.71519596476596	-9.40487700559325	-10.2107056710771	-9.67355253070069	-10.3523745364218	-9.09244746921177	-10.8560474116816	-7.73119288645349	-9.70825059230389	-8.42213463859113	-8.04596266153002	-5.60162965622401	-9.21514800175215	-8.83065437396824	-8.40772563018482	-8.73863949772188	-7.77868442307469	-7.02227982832631	-9.35979496729424	-9.84621420625422	-6.75264094528597	-10.136944659323	-8.50428660975802	-9.72635129441671	-9.80344161619585	-8.96395272829627	-9.79771469130883	-3.37013098028256	-1.77718258709227	-3.10402146183312	-3.05855821131778	-1.93353388625358	-2.92167573557222	-1.94783772817625	-4.03246493491872	-2.84859125406944	-4.45123007675082	2.55213164373613	1.88782609227958	0.746268707517808	2.80514251900501	3.64825323782291	3.42337522557247	3.51144129054073	4.3561726237285	3.89414444624666	2.8369577329679	-9.54274044239697	-8.57386316600736	-10.4475908400096	-6.58802463600817	-10.2755169501415	-10.2162158503204	-9.55369101869376	-10.9216904732808	-9.62886224975625	-10.809816809064
FOXP2	4.34032963464056	-0.605874368131935	2.22314657891735	0.571801816464641	-0.287257298384822	5.74195368854248	0.41283161741792	1.5746241564204	1.4002126388164	0.801347397383559	0.698088768487174	2.29513822535178	-0.647925878901682	0.651320581388603	1.65663871113281	0.491806051278605	4.07995238144765	3.24214107602351	1.43758597621177	1.15748327161441	-6.26910087737711	-6.0197739742693	-6.40272698321856	-6.38773420936618	-7.60803393003926	-4.17187348702763	-5.29925044493135	-6.44980930062967	-5.05617078643547	-4.98927406000963	-3.53391275710486	-5.81768777898785	-4.66183278307382	-5.60465590555122	-6.36744592914363	-5.676087345478	-5.65217571009596	-6.34504047406091	-4.78343327287407	-5.12914197073476	-4.43055544822512	-5.44465188721849	-7.08589853338912	-6.47391298696146	-6.59873313396137	-4.21213013064338	-6.5905053872855	-6.77333081406196	1.84550076197556	3.55060748488032	2.35702204302004	-0.995693325128265	2.02211128418335	3.16166431358215	4.07481247276582	2.23840019127387	1.42410840405261	0.141643882366578	10.5899199702	8.11161682571715	5.21286824834695	8.32025651857588	10.3541653201572	7.71433538939276	9.14160575291875	9.60663983272794	7.17986566570508	7.67906011964428	-6.94973770946576	-3.01270237012458	-7.5480068033883	-6.5120336927133	-7.93272174129264	-7.4718640850115	-7.41127921749689	-6.55585046109052	-7.7897811940972	-8.96102096823737
SREBF1	-3.04372461176472	-4.17063960813056	-5.06109895063912	-2.24727925868556	-4.61298409408097	-1.75525679301218	-3.46592746512191	-5.56460092004328	-5.37894774076563	-3.30027505342136	-4.56728759450419	-4.40167159131439	-5.26037308817169	-3.58870378934734	-2.94382596638933	-2.43820390076951	-2.50808436445566	-0.478182058702339	-2.30149927829376	-1.04480186920353	-1.99829879864856	-1.2012170042467	-1.08340091524501	0.538614955008394	-1.68903561607519	0.630263885657958	1.01009129605673	0.995700296868014	1.18815412459319	-0.667600478770114	-0.759634890815563	1.39624982041358	2.3332499575162	2.42177107410746	2.01475147027356	2.53800418811376	2.00887559248031	1.49670756576191	1.60880945808706	-0.0183238378431165	-1.65455707565306	1.93059455230179	1.82949736525173	1.63208620572378	2.48863712414586	1.94904557112051	1.65799683709473	2.522065082561	0.446247428058944	1.65149311712841	-0.760347424036939	1.44637989375571	2.89884699450752	2.07213480217547	3.39192377191795	3.66412199587746	1.95888039489518	3.94136228272181	-2.41576306504703	-0.659007834794431	-1.42072457442357	0.243570311269069	0.46626525740153	0.0190188780788801	0.765054463710025	1.61564605899294	0.719745560710949	2.5007907157919	-0.775095308080443	-2.60503580116968	-0.856000514945114	1.12922052452689	0.856584534196875	1.43838931349925	2.51133773246706	2.11579380299674	1.50801040413263	2.22615698059358
SREBF2	-3.73970079586915	-3.76406470783829	-4.20348938258692	-2.15718844087407	-4.56025321786477	-1.46466703233689	-3.89366302238454	-4.91698792680206	-5.04173006060634	-4.06482562265612	-4.27567989783592	-4.08516270121275	-4.74738556269898	-3.85965414231704	-4.67988332580775	-2.28755486377082	-2.92132414929757	-0.448684924429934	-2.19392039079543	-1.30833335069519	-1.70996593783071	-0.247325283351375	-0.085319576395251	1.77800546404035	-0.628621994282899	2.08939537603979	2.13110652087366	2.07875702387661	2.34099835545964	-1.0042894713071	-0.277905633981721	0.849770715659832	1.91911249572525	1.58044097267607	1.36735201972646	1.76583670149667	1.01514396515271	0.496138601886163	0.484532219278595	-0.387996872764336	-1.40927419516747	0.963107242148292	1.15818656187643	1.07543934200591	1.85093042386481	1.48888587827863	0.969340155272277	1.94468123370175	0.288619354627267	1.18897264635317	-0.279904767889315	0.879926635793459	1.90422901160986	2.09279094219692	3.05572903317246	3.71813329441389	2.04918366724235	3.39630115656817	-1.80644603196778	-0.411194725914936	-1.17610112624059	0.0140914259966419	-0.0723835480170674	0.0755141362951045	0.633403051472558	1.25423587380439	0.462546974300328	1.79789585817694	-1.04723299849305	-1.73166331141012	-0.868694490456176	0.501730288113402	1.04988634723781	1.42859519108558	2.44865415552546	1.9839327112431	1.30007030271886	2.35806037637466
KLF5	2.63397642628179	2.45837454154953	3.37321290927644	3.07874257814749	1.4466377513966	5.09059064507821	-2.8015703003456	0.0628461015681086	0.0386011586458651	-2.07408716823787	0.463366821441778	1.10108916824767	-1.10428579384447	0.361267107954618	1.06205647207227	2.83480326283123	4.78961733904629	5.47519723841199	3.53137006142822	3.60144881210396	-5.6367279354359	-5.17464810641032	-5.82379625718102	-3.88846086534667	-5.15814759623869	-1.25749330543192	-2.1195978211558	-2.55719624063805	-1.12419325440272	-4.4117470144604	-1.46578435929926	-3.70586386927301	-3.61463558784847	-1.64214529724219	-1.19635811625188	-2.29922780408906	-2.82126310734129	-3.6030457442403	-4.37834331950132	-5.05021872637417	-1.95865639868971	-3.78986442269852	-2.56050522503662	-1.80743269019953	-2.72614125719138	-0.735850924451512	-2.97018956528308	-1.29925238394695	-2.53502242429657	-0.869910939670182	-0.0685782705967045	-3.24968929386026	-0.345587290525513	1.7835947288817	1.79573495237781	0.624095626417978	-1.0211369840887	1.51280164362464	0.916698645083103	0.617611564652519	-1.28873681542871	-0.335390211793805	1.70688204268154	2.9772037790184	3.03343611680454	4.77832045950368	0.327340475334246	2.92881334368179	-6.07224424740344	-0.857485952411238	-6.2572757266848	-4.80459667757981	-3.67214382264526	-2.24832485026478	-1.58260113637244	-1.69637430312167	-2.73753530237161	-1.96352569324449
DMRT3	2.25623858576479	1.34470875140181	2.70794395980937	1.87712825277152	1.08055719824197	3.937465134602	0.843689054499134	1.10829924787647	0.457195760856827	0.166382448507098	0.733140225220058	1.24516870094061	0.157772686058341	1.39557390260595	1.3958053069886	1.2678025992235	3.19388282032716	2.85708133877121	1.72596862286535	1.19457961890333	-4.59386284771913	-2.69295256199834	-2.12381084033452	-3.29922248429162	-3.3474843412886	-1.38768738149239	-0.842189836434598	-2.41600520909456	-1.70439389143121	-3.10019512997066	-1.71446720596087	-3.66439299780589	-1.89140620679034	-2.27785679627101	-2.3926999490168	-2.54228995515125	-4.17605603612932	-3.20135417646457	-2.558548681364	-3.5456516558721	-1.85983352295364	-2.99126237805448	-3.25060693711685	-2.893397381104	-2.93091258677706	-1.91308453593176	-2.52549284566713	-2.78902887097658	0.0970849424855938	1.05488952027061	1.4575924922034	-1.11464152992994	0.48781403535246	1.42206717814881	2.32518410933282	1.98066845470522	1.15044807009285	0.623909394909553	1.61164107753097	1.13774414580841	-0.396315947552574	1.22658782766124	2.94663414326228	0.952280285468157	3.30582991958066	3.08622873910327	1.14552134010555	1.80285666050835	-3.84290801797932	-0.916204860397681	-3.79203486864532	-2.90147151372068	-2.52535493801675	-2.68219048797599	-2.29200164447496	-2.58231721938354	-2.04716300844172	-3.13742441068847
FOXG1	3.37627219256682	-1.2801156919404	1.02870003784585	-0.495401969261512	-1.24374715563698	4.5814722873754	-0.698134606750894	1.35499794406418	1.22876516907072	-0.579856981529801	0.183480828612591	2.74363540104947	-0.339071415136403	0.401759118869893	1.53550089631831	0.349670633496332	4.02519143796651	2.96944302555555	1.55364325306862	0.582350301071798	-5.10608829792245	-4.85880260164754	-5.40433900047157	-5.16243383083077	-7.39162547193307	-3.31508166801758	-4.97744219616947	-5.69344996591854	-4.25990550938979	-4.81877138880842	-3.17128567143095	-6.47564482692581	-4.70384516834196	-5.45203428410728	-7.40679161560585	-6.86081525339543	-5.94025591029218	-6.86655499868684	-5.00541532042555	-5.7216483793014	-3.51228170654769	-5.12111620094704	-6.57842646305505	-8.21412538478002	-8.22610776322019	-3.44048120614009	-7.09822740759518	-7.24022913091752	1.40906107094959	2.9931468261926	2.79152466990526	-0.846468773367883	2.32943818997433	3.02540367576359	3.6309931020604	1.99306394523374	1.63705218125891	0.192177096321396	8.0973351424031	6.71879401075824	4.39952109763293	7.5812029161062	8.87957005154394	6.79615627336405	8.34376356034455	8.99661177485713	6.72085492092868	7.87124266074932	-7.06177893789012	-1.45629303538695	-7.59756692110431	-6.1352027683241	-8.10949433697894	-9.36754808503364	-8.83652006570229	-6.88086833874325	-7.91714860736084	-8.79274877777045
LBX1	1.39039851137547	-0.580944219649741	0.390797230801899	-0.580244060329587	-0.780320980041276	2.58891851384451	-0.550952906859308	-0.3552767517889	-0.752403950454738	-1.60741884916237	0.265105241726331	1.25232626282595	0.104494558104849	0.532049140824404	0.642607755788805	0.42927258507351	2.4736649580977	2.20187497265806	0.943386350139349	1.13731144489015	-2.62588357675026	-1.90873324800434	-2.61509113539191	-2.67579346967189	-2.7052688394393	-0.873010700816963	-1.11894486006817	-2.47767757021601	-1.59583100510878	-3.35079597872859	-1.11791016904681	-3.57431949401286	-2.97660745103707	-2.82796494700337	-3.01295611530701	-2.75938405582175	-3.81790893707333	-3.49318815452312	-3.1967303019019	-3.58453603800006	-2.15231142653573	-3.18991068835745	-3.2874480382065	-3.31790740234514	-3.33896320140832	-2.36789407778333	-2.98960148233132	-2.97471942971337	1.04580311838842	1.41974404151971	2.32713072822558	-0.948112915647743	1.43143375381474	2.66255947542246	2.67185236078144	2.67848629858953	1.48512152389461	1.18413262317788	3.7235496123303	2.64554563539498	2.05975684018511	3.67547384349522	3.97920751924558	3.3028281154289	4.41175956547203	5.00737209885097	3.21705722867414	4.27768440795083	-3.69399502818063	-0.567630600173913	-4.26394352095368	-3.2428676074466	-3.03430087375183	-3.62302601109794	-2.87196379096311	-3.09547896915233	-3.21841504910582	-3.21236509664401
POU6F1	0.873941572696681	-0.320242212348509	0.769546868168728	-0.239837246533627	-0.669518395087742	3.34439015848555	-0.94209303178761	-0.0914795887792839	-0.964912648617097	-1.35615529180091	1.57478007706298	1.76104489992737	0.695584931945242	2.00607645902531	1.55112818323521	1.6186526999121	3.73446401918958	3.56513496939101	2.1470257091372	2.39226836909333	-4.18714782138043	-3.29135851688866	-3.16785715842654	-3.41885204354572	-3.24314802525918	-1.71456612425118	-1.51286634214865	-3.21804316988627	-2.40307918922805	-3.86902114937954	-2.23336536343574	-3.70220387263095	-2.39442842240282	-2.17472095453885	-3.32432058550845	-2.93936082496289	-4.36857357879711	-4.37423432913568	-3.37447049813143	-3.85395100925107	-3.78047263556562	-3.27777812581486	-2.46995611690214	-3.34073974194242	-3.10456734623624	-2.36920239910254	-3.53974886437871	-2.94353590325224	0.0437462957652899	1.15662882377977	1.34140123048399	-1.18950008489298	0.700872393995423	1.72099303408826	2.0052908081505	1.48557410342279	0.67226835123043	0.506889375030943	2.99533260254696	1.91379941649337	0.661187749241064	2.63670999333913	3.89518358961038	2.50589342192646	3.64346740011092	3.77886897098051	2.06467040553379	3.44140474023096	-4.61323651073113	-1.38380936998816	-4.71753137662423	-2.94980782445469	-2.33754474862348	-3.50584945001154	-2.81168217928031	-2.95545555128407	-3.01494041063178	-2.97965531706824
SHOX	1.83446131742855	0.637393572368588	1.45929679399355	0.910263484242988	0.78795559337318	3.1905858407888	0.558011188977653	0.844395367620136	0.284454412244799	-0.0780031639172488	1.60840821859449	2.11871031761744	1.47741135900004	1.39571133917454	1.83291202056789	0.924094164801544	2.61464446632784	2.26751938632134	1.47581127059021	2.05792143379641	-2.41249048154497	-1.32364626696296	-1.93330632412392	-3.36527494290217	-2.33366234129252	-1.24292783291106	-2.31010018433512	-3.10422354295163	-3.25229566675041	-3.69623446508969	-1.0158496084309	-3.69206497547305	-3.45420616749426	-3.05179816916975	-3.55650039172166	-3.6255910979341	-4.18329953829421	-4.02689359576764	-3.78747721748689	-3.76693014597638	-1.68472753843862	-3.78162002121894	-3.47007682472755	-4.02902156565003	-3.9798057189418	-3.27225697968452	-3.73312801802279	-3.61649116555659	1.03109161738787	1.10736407403509	1.50977512657072	-0.658762762533368	0.928907406039062	2.16316284863681	1.53649894992914	1.98498725536287	0.484735926319216	0.998337653942021	3.74977690935099	2.84661132022647	2.77385759120957	3.0293914702274	3.80283181839548	3.06776504497523	4.19649456941329	4.12739705899577	3.00880591247509	4.00148371003123	-3.61013405855462	-0.796058808331185	-3.6013932166283	-3.65442993793145	-3.26958435646261	-3.80568405069832	-3.82378462204587	-3.79009010980011	-4.32844469694383	-3.61067638846227
ALX3	2.08129882438688	-0.457785204624325	1.12033282435484	0.00301008333708844	0.209666421765861	2.86001387172545	0.527169615886181	1.73529918756144	1.10861762306085	-1.45435238558593	0.908044878531316	2.69137814047988	1.39530490145805	0.484934306545414	1.20885588847605	-0.18996448184433	2.47139093648192	1.71375017535684	1.01386572073194	0.811111238929368	-3.2662657177742	-1.80409955381205	-1.53487478205531	-3.31202326099167	-3.12751018651541	-0.986719942293391	-1.81295860604853	-3.90438165108261	-2.66020584106553	-3.96844828994629	-1.65288281816183	-3.68530855630483	-3.21621434434564	-2.36470306977761	-4.38927703082737	-3.52109188003655	-5.09100621595568	-4.0592655931971	-3.94166911613667	-4.34328210476786	-2.29819098581668	-4.43749470849989	-2.84489133130073	-4.7579431812265	-3.90916898582119	-2.74391070407752	-3.81218904024108	-4.1881802429251	1.94060489058729	3.10590462072439	3.53749141683902	0.373174387444014	2.61475487297464	3.36112286317653	3.10305460076654	2.46330120443759	2.03385141132942	1.27079503282756	4.33892881314932	3.57011771743032	2.81309435099052	3.16458410626333	3.93205672471294	3.26685193942986	4.20879364471714	3.87617939664005	2.8190012788096	3.47196217933102	-4.47276978886961	-0.127143001206361	-3.67482615831291	-3.88709538396656	-2.79742515867517	-4.71163631905054	-3.41082194496657	-3.84521699413907	-3.81112237235221	-4.08765144255695
BARHL2	2.1321941806529	0.38117562844562	1.11560520075896	1.12909608885917	0.347904034190785	2.88519341454016	-0.411805121555466	0.198591628702783	0.183250501385991	-0.8327086241031	1.00082139843972	1.36113391293017	0.794560031014613	1.36660378645227	1.64148163182569	1.33395368131293	2.55047667795384	2.93814998030328	1.52450601237662	1.70032800862731	-3.1198033135032	-1.73931352374911	-1.76121119337425	-1.72225116164489	-1.0895457847721	-0.07266763196236	-0.385516748995806	-1.33605810171417	-0.745685005588252	-2.66577763257285	-1.13968814724324	-2.08870622146003	-1.83826287406664	-0.669895241759952	-1.36554538806813	-1.39299812194316	-2.16250641876131	-2.0861428723792	-1.82818347914818	-3.0070276705308	-2.11757020933031	-2.26564419299838	-1.25194227565048	-1.79345423145493	-1.24914654447615	-0.853646737780118	-2.11555908639596	-1.32616829978809	-0.643620902533833	0.165474581759373	0.625861605442485	-1.13008930414604	1.21219264641423	1.8642101891992	1.72151599231482	1.63159471191054	0.474186448382208	1.01829518602682	0.429767390083874	0.0111701093547173	-0.761681821344751	0.301574346019057	1.12261771423506	0.900790881156162	1.49822347905639	1.47665071436226	-0.0858648261414092	1.57016668339503	-3.55959526516915	-0.730341952650685	-2.95656442327555	-2.59815335404263	-1.58085393199382	-1.71487884577324	-0.915787943877987	-1.2630331634664	-1.71519300783233	-1.0463651144176
BHLHE41	-2.03692507898832	-0.662682365055834	-1.08111261333982	-0.121518930901207	-1.38778456723947	2.1768657827704	-4.23515017444983	-3.40284056727555	-3.52678523707768	-3.03529730691185	-0.747709162913217	-1.67578557623914	-1.48007045911134	-0.249338863319889	-1.92836892799033	1.33105004908948	0.27119297379822	2.02075678746476	0.435973321003883	1.81423617294398	-2.32900267866727	-0.0564626430239817	-1.07394460868717	0.78649640927876	0.611188602724323	1.12368411101923	1.67597302500416	2.55405292990389	0.0438925781734826	-1.11718834056301	2.74122804737746	0.0812438339622207	-1.925278236125	1.49458128206089	2.60182359907168	3.95281864813507	0.998490615450892	-0.0348134515873526	-1.39615594484207	-0.738119213746828	0.390931811944408	-1.81056432081028	1.46564735006826	1.57241277905718	3.42926339732212	3.21449960141205	2.2494715767743	5.25198457425084	-1.75192201159669	-1.87438690390429	-2.02797741093912	-3.11078102812544	-1.38588746053996	0.225408961442504	0.25504081098933	1.92671777094306	-0.648717003198762	2.05461354799415	-2.77371141607383	-1.58457824220453	-3.10223864312259	-1.66829274492319	-2.07771515055829	-1.59320551786134	-0.841946832191042	-0.362221493904708	-2.25596095801844	0.348928382399852	-1.99021353405985	-0.257417831926412	-0.642419994525694	-2.58223913355827	1.57599612482662	2.0657252472149	3.4757168787714	3.27445932190437	1.4254224662485	4.73218398979458
CREB3	0.324120771695993	1.92392378813722	0.896501471169609	1.98325154621502	0.929802577570375	3.79066741225756	-3.92207318665554	0.171514851178409	-0.915741178100482	-2.51773571252908	1.41288159051349	1.38623257151369	2.01182489453546	1.98003842776426	1.42835195820831	2.68653263995532	2.98536927326234	4.38138560101959	2.94906438605136	4.02742312297192	-2.65140179938584	-1.2720696926614	-1.43106630985699	-0.614296617778333	-0.277664020380934	-0.628082360059663	-0.841076049187541	-0.0747988387420034	-1.76660897446069	-0.300663326348897	2.53954445511769	0.781592106984205	-2.35197652152322	3.4768958385603	1.67616288411432	2.71403446802846	0.0012936402807095	0.217269622936259	-1.37963487037048	-0.585973591360341	0.419996224261771	-2.35919499689721	3.45050849631185	0.802759876977129	3.1468355500216	3.03637599764936	1.84714948910637	4.22968464664845	-4.44540044240352	-3.40679401217821	-2.64721328629042	-5.33013207540263	-3.97084220210905	-2.88068080693438	-2.94307470108857	-1.44671322108901	-4.11320064167436	-1.33052317130851	-3.04163702274475	-1.82398162504892	-3.3873132990192	-2.64698735795971	-2.36075942505821	-2.4890399939804	-0.97607602695114	-0.65265087287818	-3.12334019458978	-0.300704652366914	-1.93631674997972	1.72404598451084	-0.0107548588914635	-3.27823948891743	2.59037194483406	1.81424397839757	2.623572290326	3.08646403697175	2.0511229717769	5.40318583906632
