D210_CLP	D211_CLP	D212_CLP	D213_CLP	D214_CLP	D215_CLP	D200_CLP	D201_CLP	D202_CLP	D206_CLP	D200_HSC	D201_HSC	D202_HSC	D206_HSC	D210_HSC	D211_HSC	D212_HSC	D213_HSC	D214_HSC	D215_HSC	D200_Immature.B	D201_Immature.B	D202_Immature.B	D206_Immature.B	D210_Immature.B	D211_Immature.B	D212_Immature.B	D213_Immature.B	D214_Immature.B	D200_Naive.CD5neg	D201_Naive.CD5neg	D202_Naive.CD5neg	D206_Naive.CD5neg	D210_Naive.CD5neg	D211_Naive.CD5neg	D212_Naive.CD5neg	D213_Naive.CD5neg	D214_Naive.CD5neg	D215_Naive.CD5neg	D200_Naive.CD5pos	D201_Naive.CD5pos	D206_Naive.CD5pos	D210_Naive.CD5pos	D211_Naive.CD5pos	D212_Naive.CD5pos	D213_Naive.CD5pos	D214_Naive.CD5pos	D215_Naive.CD5pos	D200_PreB	D201_PreB	D202_PreB	D206_PreB	D210_PreB	D211_PreB	D212_PreB	D213_PreB	D214_PreB	D215_PreB	D200_ProB	D201_ProB	D202_ProB	D206_ProB	D210_ProB	D211_ProB	D212_ProB	D213_ProB	D214_ProB	D215_ProB	D200_Transitional.B	D201_Transitional.B	D202_Transitional.B	D206_Transitional.B	D210_Transitional.B	D211_Transitional.B	D212_Transitional.B	D213_Transitional.B	D214_Transitional.B	D215_Transitional.B
ZSCAN29	1.02069178486715	-1.12049561822372	0.297896158726374	-0.47443504382941	-1.43755151586328	2.07532922048147	-0.0539365193624863	0.776601548167102	-0.0901662453641449	-0.376197173455581	-0.949338347844056	0.686382726999645	-1.30423561818963	-0.458607118493783	-0.110226988045632	-0.660127303104799	1.43623603237182	0.757302298574177	-0.50857038999327	-0.408246344848853	-4.11620955670381	-2.56055643266537	-1.53624569938185	-1.98703973520263	-2.26619792070974	-1.74002812582232	0.15984616629252	-1.99550512223119	-2.01403211962406	-2.43561803883811	-1.79525127075619	-2.36464477310043	-0.829105788825103	0.0992728711915851	-1.06608521606255	-0.390759075640647	-2.51099654610632	-1.95886923828033	-1.09362434276382	-2.25782948414309	-2.27873981292704	-1.10548427354089	-0.2728256860068	-1.33701409445602	-0.861360127927344	-0.573800235072144	-1.01106426586905	-0.498035680443844	0.060491098037921	1.71716602055968	2.02799065263766	0.0703933809515841	1.9117483880133	2.09086599272204	3.32545058312814	2.5230680673262	0.727723321624764	1.22385688758335	0.924899590562915	0.950088301093049	-0.0103389750125321	1.35876221572325	2.32669164668108	0.884005742145793	1.91886067205578	1.41013859884712	0.125091199187718	1.339064353719	-2.24481742552155	-0.322096169659649	-2.08295931723593	-0.660620777791702	-0.0494426267213263	-1.37503352422774	0.14164514008081	-0.647879574438381	-0.779616047510886	-0.198697306248933
ASCL1	0.743381984638314	-4.05308186016064	-3.77962802847933	-1.87061923940701	-3.50557615718964	-0.582488953511045	5.07317889416845	-0.430033042277109	1.87460998787724	5.33863020411065	-10.8570950321202	-6.66678643960708	-9.78505212212712	-10.1961155705002	-6.62781604943401	-10.0821365460784	-7.5067488729434	-7.84396228723609	-8.57237503592065	-10.0878092477537	-2.54677182740169	1.28453274946817	1.77696775796714	-1.77532800174156	-5.36976896039957	0.533947499819437	2.10646841600449	-1.69125348291717	1.50154073174469	-11.9091621878091	-12.3022594514925	-12.1289928634984	-5.26332825640409	-12.0499756771507	-13.1367475870977	-12.8080925533929	-12.3837829315421	-11.3756655570882	-10.1113442871032	-11.582595056269	-12.4129164253533	-7.63533990376502	-12.4627166971997	-11.9717932231351	-13.2726285845069	-14.1862511659111	-12.3932339661503	-14.9902464818546	16.595207420334	18.0838203244339	14.8969113977379	15.5263582821719	17.1067852480845	16.3475343392472	18.8695807329336	17.0938774282095	16.4978059995566	14.900810615643	11.2059590807924	12.6303707683739	11.9857888239996	12.555568207401	14.2782991696065	12.0195401168068	12.6047999615278	11.5906676673671	13.6425930437722	11.5445397480553	-10.2372515485875	-10.437181340855	-10.9385060983299	-4.70135839715137	-10.6385847870036	-13.2300391967486	-10.3675277728753	-12.1840928965757	-10.6543895786569	-13.3195357123813
ATF3	0.769804440673995	2.23107492615974	0.0742698157887239	1.78374338187542	1.14881142587856	2.21658586041285	-4.27530851642178	-0.246371772516826	-1.42449803575077	-2.00064269701471	1.29086740469636	2.04098219298036	2.38982560965586	2.55976992187529	2.63596943754844	3.16924052067941	2.50750777265266	4.44743596158611	2.72659232975207	3.85684111128692	-0.736999628694576	-1.72236067125813	-2.03635649753919	0.0239072572751493	0.106459454820226	-1.92785748787814	-0.996375749985007	0.422434683853768	-0.676820846653895	0.589577831410712	4.0015549254058	2.39738023427025	-0.35302938263467	5.05094300676696	3.51254260219415	4.36931428370175	2.59119682739349	3.07053361551655	0.517018057499064	0.7601818820581	2.16479929272424	-0.523121212534244	6.36087996319428	3.65112206131127	4.91114328599722	4.24436104545039	5.92623985873653	6.7763705549368	-8.8632928398524	-6.68692930542232	-6.21672180974921	-7.55795055745506	-6.46581789888248	-6.83093914747966	-6.6364622017077	-5.70555745058194	-7.53990467697355	-4.40429724620409	-5.01024053506345	-2.95603791327801	-4.60979986556773	-3.16838450581628	-3.72088952472436	-2.15516604614128	-2.80285839611683	-2.15870481292961	-3.79954868910743	-2.01653936758619	-0.306933367012525	2.19900265590137	1.36687291293272	-0.929099028384637	5.02563583393041	3.93034641807083	5.07998469903728	5.58560844731996	4.90424113555782	8.00140102332512
BATF_JUN	5.97022311493733	12.8131850325025	10.3282419690535	10.6698142066243	13.6257356981559	8.6812455372833	9.86168004316148	7.06517863774341	4.40126630278728	9.42586485939949	8.67645629816033	6.49595156092692	5.75975132965014	12.2105527497087	12.7753774666375	10.706442163181	10.063546944899	11.4549896376496	13.2235627658439	11.7749390176311	-10.5391009161761	-7.65861613276683	-8.15909545866736	-8.97204861685034	-8.05451646771888	-9.86001627243472	-8.02438657575621	-9.40131038804398	-6.28139957544145	-10.9289415801451	-10.236283571603	-8.47139047181549	-2.76183002250089	-4.9625339962219	-7.22092464323262	-7.38390285638195	-8.3895197070042	-7.13755471184496	-5.50879958976822	-10.3975084302382	-9.90058785583667	-5.09070131842718	-6.19947529425234	-7.15580956435401	-8.83427701432142	-9.92873299581626	-7.78160274708431	-9.71322890866725	-3.40280004852919	-1.07376801004148	-2.58382074227351	-0.779745868564175	-0.558302701591105	-2.53547486342684	-0.559886137245361	-1.91854763798644	-1.47564037635196	-2.96185920803159	0.667745028162118	0.458054269427303	-0.0333980501366064	2.12870904584402	2.3314136289329	2.62308678349068	1.84512709605052	2.78273205698941	3.6032819695517	1.35653120023705	-11.5192688562694	-9.51764228249981	-10.3929788839395	-4.98488927270836	-3.95705000654505	-7.49511655188883	-8.25213359057226	-10.4833095216002	-6.20634809822089	-10.5244778162687
BCL6	5.22307413932426	4.34656785773295	4.17294533422607	4.61847318987151	4.11552215510751	6.33735956048086	3.06699351941497	3.70556814493371	2.53888606798854	2.74111839362118	3.54906061517407	3.906027788495	2.70385795360105	3.85622352752035	4.37911140309547	4.01138564156081	5.2536071644935	6.25669768108797	4.97804800808612	5.32129010986979	-5.22811998651606	-4.72452413106508	-6.44860373996187	-4.97341445808902	-4.6949296616603	-3.76482222637618	-4.47936854392806	-4.21421498131528	-4.3810753098721	-4.66423220330717	-2.66306920980849	-4.36388736094428	-4.07711058533938	-3.24286917821138	-3.63874859352032	-4.17263987615421	-4.09669937654859	-4.74551179461506	-4.61296371694917	-5.48002856611921	-4.13587944945808	-4.19619596991104	-4.04818941543728	-4.45618727345338	-4.45719309346399	-3.3447140794425	-4.91630874339258	-3.93386203342063	-2.19481212449531	-1.5863237779519	-2.79239880029199	-3.76033798246912	-1.84047475153861	-0.990647160291164	-1.75935902598896	-0.908735080984379	-3.81678858059893	-0.838917538828983	3.26706648054678	3.0724966708277	1.78599362641174	3.24367528558724	4.42093586305646	3.17236204755863	4.37366771613797	5.07811154127661	2.69388415620468	4.43547924924076	-6.34111454324103	-3.28877956987709	-6.5014690505522	-5.01694044510266	-5.13286537478242	-4.28806439435218	-4.89187600791107	-4.23860233915571	-5.23944977737668	-4.27681588968972
E2F2	2.46423280638177	1.57454105774488	2.60932583611187	2.35584765699524	1.48118940411423	5.07990030390659	-2.42640265185889	0.137356335887289	-0.0656973408056062	-0.990658046262766	2.08951770097983	1.83681444423652	3.27074323051023	3.6327729456448	2.02535773158209	3.31370363207506	3.79076303472231	5.082472970226	3.95171245251853	5.71906914901469	-2.71443614004728	-3.43740385267622	-4.14877282100238	-1.33712932473412	-1.11863113159102	-1.89250588656604	-2.69763694971267	-1.56572227706353	-4.32705580650626	-1.31555278425658	0.742205160604598	-0.758083752100754	-3.38761599867621	-0.176001790100123	-0.0155946964369912	-0.631996993877883	-0.550501378309601	-1.76240776791261	-2.24282060045806	-1.37134018374193	-1.01960513100695	-2.9760866786139	-1.01209328227111	-1.21090108999494	-0.318834795148538	0.796062413224976	-1.61562961505499	1.21014150252417	-2.89803058111679	-4.14534610663285	-3.36126919940808	-4.4320130582017	-2.54354383019674	-1.04203186789824	-1.89769410871101	-0.354579850579851	-3.40703938185061	0.581066037882931	-0.898123048805404	-0.578037612679677	-0.830906907069483	0.445779366636391	0.251935376939664	0.24483771277973	1.68815614576925	1.61502357274553	-0.673000035531813	2.4954982553735	-2.87201382223628	-1.73730582137819	-2.45670487999844	-4.38004431633449	-1.89914030653135	-1.27254647537946	-1.61893309212288	-0.075216723497003	-2.15260821601361	1.0806548191224
E2F3	2.26490520777475	-0.242195201650205	0.979675090289293	0.0635694105965543	0.839920729710856	2.92299298297977	-2.00506948229777	-0.218417880659407	-0.423100473499339	-2.04933389827005	0.100730627345563	1.15284694189235	1.1004225340352	0.341779795278164	0.331178725809824	0.411603386239686	2.10302129388452	1.99093512772346	1.55750709261682	1.41476799459303	-1.93363501384766	-2.61894297668725	-2.25854692756568	-1.72714708651877	-1.97028643357434	-1.6984784871584	-1.55719812033704	-1.89844967807658	-1.90505968254967	-0.0642552759103149	1.30294546886903	0.266310009257829	-1.5435173611537	-0.139645981507393	-0.208853971873323	-0.254598151873197	-0.545301916213946	-1.00251551612604	-1.00478211672525	-0.459553401232164	1.13567143516254	-1.64066965848129	-0.749708101817916	-1.18848794717529	-0.281899509376951	1.04316237702651	-0.450711024765596	0.510837264849571	-0.898375651203003	-0.828274631762231	0.519584608419436	-2.7291371600085	-1.32175885947546	1.71933655072538	0.866251636462397	1.22342971107314	-0.61746004897584	1.3463164073943	0.020797114704068	-0.321429111305778	-0.72122741082804	-0.426247370604632	0.276828998119756	0.0772757293259809	1.29023654497662	0.576628338823929	-0.305514527283299	1.00681597937863	-1.54530112657009	1.5206052721739	-1.12565762461184	-2.28780969651511	-1.44077317440682	-1.12756732107365	-0.825496138896221	0.0677439486341304	-1.22928285586518	-0.0894048238153041
E2F4	2.17836745382532	2.165282967672	3.39346486209669	2.47713647723425	2.85247231478585	5.06115710531269	-0.627286761274623	0.967593597567451	0.571085899738218	-0.390015967483107	2.39399940478162	2.23494809950566	3.41761189121998	3.63280039579757	2.59642455809992	2.77980304874127	4.1050699806645	4.27470266658252	3.65284056893673	4.57068179791444	-3.18447936095354	-3.29439600899783	-3.63751400980108	-2.47794924325496	-3.00509159458395	-3.12490871196663	-2.78955449374748	-2.40635337017329	-4.35996491474171	-1.50493070951517	0.357416661485436	-0.845220911340033	-3.16960789155365	-1.03485549269427	-1.35192806188607	-1.21814045500518	-1.92896766359728	-2.73094759128596	-2.71274377670534	-1.73765430468994	-0.990939727485417	-3.26495717956657	-2.04234696328452	-2.84539666663072	-1.35805454426321	-0.382528606841526	-2.29461903927587	0.518193976227725	-2.04081715124853	-2.96552795682476	-2.12638667607954	-3.87712031204608	-2.59328536034008	-0.240966887138649	-1.26085298064877	0.426894334733431	-2.53709592343507	0.936296943416703	-0.155644138405836	-0.0813662178436966	-0.35134876411089	0.851638854242221	0.434990725523523	0.499211629346834	2.67195449515716	2.10191263934998	-0.686181850216568	3.14426939898333	-3.0904136603064	-1.52408468329335	-2.7862962262782	-4.09442076370716	-2.64863570543799	-2.72307641632009	-2.3952813534472	-1.39261360623043	-3.68258222625846	-0.215043710916627
EMX1	1.73182348676712	0.319671752324355	1.23224109431062	0.263668932036014	0.277356397040888	3.58369069546227	1.77832401004436	0.494945918531063	0.272512418708462	-0.146216122491412	1.05841674594068	1.96675014114751	0.180672843565802	1.54103068780325	1.40508523474704	0.854806716647685	3.53077320862194	2.643530890397	1.62780225716296	1.8451164079771	-3.31905414053213	-2.67530120587164	-2.50254425004833	-3.25165896365475	-3.4525983721182	-0.998350824006172	-1.42697915917743	-2.57680487147225	-2.17249761108072	-5.49048252122868	-3.16387582894988	-5.27064805895666	-4.13532223930924	-3.60895232105277	-4.67998369324225	-4.75505233495001	-5.3643981247549	-5.58829571583419	-4.91262169122765	-5.74827040218573	-4.04120228232894	-4.30119627232987	-4.25187571704818	-5.31113462753023	-5.24785425141047	-3.7364661653506	-4.85080524422958	-4.36629449268463	2.56554297042226	3.02164496991465	3.39942438414587	0.73743689298588	2.30267524919696	4.17314351454234	4.327194938573	4.14708546297891	2.92875671613335	2.38642200172349	4.34719637246716	2.78401786322688	2.61019862013003	3.65105414024159	4.65430153385089	3.70116189732942	5.04487365939707	5.05952157542069	3.67006295316716	4.75105192581438	-6.40484936281667	-2.1956944782545	-6.25967429291944	-4.61703691105474	-4.23291265257924	-5.62613638239447	-5.20427138933565	-5.09195621343415	-5.31381386125303	-4.70915577199985
GATA5	2.1487690756739	2.92746391664259	2.29389244292226	2.48685617221812	2.83587533906696	3.61460601765217	4.14294573073502	2.5803247267009	0.559289637633983	1.68817826485261	12.4682085530155	10.305259993821	9.58515881812343	11.5689910137853	8.81314301302644	10.3404459392388	13.0207524778468	11.709869273085	10.3303786387269	11.1558949515078	-5.92052232002666	-5.73964906579133	-7.23262659063233	-7.01233757484847	-6.76427003370534	-5.36207431186519	-5.85952346255871	-7.42189370407554	-5.32836762210543	-6.30307726268759	-5.14942040408396	-6.519571187874	-4.33222884283196	-5.51722595094144	-6.41042049582431	-6.19814972456136	-6.57969062773046	-6.62577136066525	-5.49763024125624	-6.54556582304642	-5.32810496640541	-5.27019289523026	-7.08757287102372	-6.3905671155073	-7.19221252935595	-6.41405740894226	-6.9124576594095	-7.2037948690189	0.249639401631852	0.979190341050715	-1.00885765002767	-0.418020274043753	1.05991753681692	0.569724108461718	0.810441188503412	0.18923375422716	-0.412130687371201	-0.364698078521221	1.37660435023919	0.629505968442567	-0.269666185276781	0.845486470791321	1.85557821861566	1.9052562464281	1.6001179866791	1.87151022049207	0.822581127305894	1.18029958246387	-6.99001172976473	-4.86419061205526	-7.78600023293513	-5.55336120950324	-7.8209359487592	-7.13821050837472	-6.91363983879245	-7.54934599219476	-7.37745696220527	-8.39336654322368
GFI1	-0.886665841248032	-2.78026642197216	-2.49500551379798	-3.10885869958088	-2.51579141191855	-1.20777991732708	-1.36211348187987	-2.13176212608777	-2.5835804028607	-2.15787096652879	-2.97727669430556	-1.72347132974165	-2.67274160635522	-3.4032641064288	-2.55110434182947	-3.38856250510547	-2.1785065106822	-2.3765731065604	-2.88778875247668	-2.49260577686869	1.91554198707282	3.00147469744534	2.20468941622111	1.91955606244879	2.09509946180014	2.65641919594602	2.75720824458875	1.40164233099814	1.28912211128857	1.34695474636982	1.37345705186419	0.361836021840651	0.377341657770069	1.60717212985358	0.691808720616521	0.722418013721744	0.216019937140239	0.103307168842533	0.185941802562098	1.22774938176485	1.14831707937948	0.0877608990279747	1.25752794882916	0.556258858777451	0.691476854656986	0.846932236567862	0.239743726781803	0.391468610374249	2.28152103366214	2.11425614632537	2.5018531307875	1.15167086408738	2.38370620385127	3.13536167431482	3.30713243545612	2.51918258650839	1.53296627956047	3.02648957182589	-0.407500580931682	-0.762354325338822	-1.85636653923413	-0.775149397716069	-0.240558719514672	-0.797660808955646	0.0682441971818565	-0.51273212555306	-0.958212875802036	-0.308591157002949	1.68671358508209	1.60427232363329	0.777108657811741	0.459704855539205	1.47080868779419	0.871920345221048	0.723377757475395	0.852945040743247	0.00787481011295127	0.651986045656365
GSX2	-1.083761070494	-1.35645519803968	-0.84260240577697	-1.32124184464472	-1.22216495745566	0.815013675555157	-0.015875603992508	-0.564343743767488	-0.63696982167099	-1.1892963215702	0.291411791164454	0.706446979734564	-0.444459002807809	0.441383493761693	0.314487391266105	0.213298584455445	2.0193645224465	1.56544639518318	0.56133817055272	0.801545957731339	-1.76838558979923	-1.70010606944449	-1.72436839251025	-1.97175959164932	-2.51413618761526	-1.16550890207673	-1.21778333535805	-2.07640777923145	-1.41043883508034	-1.98484486467739	-0.833905645100267	-1.56461111858487	-1.60124599198748	-1.08539572305046	-0.952056383732215	-1.2163195901759	-2.46870176434088	-2.58740302305129	-1.91700525217569	-2.04790376487938	-1.4011045642251	-1.76827486760394	-1.34434221590289	-1.65648867063067	-1.7725077419993	-1.50408229431497	-1.71964669368975	-1.46561717702334	1.11468139580467	1.64303485464974	1.90884229329072	-0.151227684791721	0.482884399856402	1.33464064296207	1.83705488415701	1.97662694604659	0.887691530877496	0.775469010711421	2.64959338849105	1.78501685537441	1.23443562052878	2.28665798454612	2.60503500694442	1.59297029649431	2.41982729448485	3.24466924742377	1.17473863994985	2.27802175160999	-2.14127667949329	-1.00237778565168	-2.45160557845434	-1.85324935155053	-1.41147671587732	-1.71196912824934	-1.68291874477996	-1.95660480295385	-2.07009661261403	-1.76451239411345
HES1	0.218240930012576	-0.16129189205635	2.93889187157625	0.480706927703715	-2.52919309121888	8.05314880761716	-2.56038127032405	-0.56043679330712	-0.565801320587618	-2.64578592205964	-1.24263042649449	0.519948935502601	-0.81369932881176	1.27324836713896	-0.472769123713375	0.509042799738443	4.34489290165562	3.07394997977788	0.965450450042003	1.2320822380217	-6.13493244142121	-4.11438677267069	-2.4833867336488	-2.88612377606653	-1.8984192266153	-2.12850792616717	1.38104055868624	-1.02140233590375	-5.29863019234731	-2.6337953197837	0.572345599018101	-2.91862089140064	-3.83003848076068	3.67571898365995e-05	1.0399491171056	1.56418810092528	-3.34220489546364	-2.9577201549944	-2.92837397458907	-3.04681239542537	-1.94375907496411	-4.5556694166516	-1.30101369114148	-1.09787713565435	0.327689951316802	1.81448987279668	-0.0289224531115324	2.64443423078998	-3.71384607512276	-0.800144721966656	0.702387043609356	-5.75067033965384	-0.43116908881794	0.0326442217829394	2.33472125212636	3.49091716917843	-1.5734145280287	-0.0729260623228318	0.364181883538657	0.289862097065878	-2.35852679740609	1.0459143814798	2.41461649975932	-0.47810935249492	3.12046359344897	3.3033789248042	-2.32609476682901	2.99758709564659	-4.30477341987523	0.479511933057879	-3.05023548653378	-4.50712934472019	0.0430957215565099	-0.578667327536516	1.00215707469358	0.366040130834976	-1.20320332639784	2.63197843238979
HES2	0.0425208329690191	0.987207423907241	1.58282535880241	0.931372471915849	-1.19792813825256	5.79530014977453	-1.33548684124257	-0.680727263103556	-0.745573937030276	-1.54122525742156	-0.581994508403483	-0.0458989671366428	-1.51353564733651	1.61043521516692	-0.667979717154347	1.16093334954512	2.59903682387449	2.52383028916717	0.994701890702088	1.83636454726632	-4.75677721999025	-3.73642457431883	-2.72429217072439	-2.11310452577234	-2.26540417497852	-1.33116993161726	0.416053203971681	-1.37618353145598	-3.9796023333064	-2.41806378521165	-0.641580422156187	-2.49508965597847	-2.27755280847764	-0.335446917993846	0.640657226609207	0.53152861732335	-2.68962353018567	-2.66311793941479	-2.95456448130978	-2.6720488796875	-2.41476012007455	-2.80774604513315	-0.751304917681368	-0.93806276438798	0.0189291607262822	0.636937064652827	-0.64815415643648	1.84351802809339	-2.56983043823254	-0.723777965970447	-0.272121773808598	-4.43563281904262	-0.0441921939520969	1.01230155005529	1.85629233928877	2.47818658468881	-1.39182078757324	1.23278682467885	0.0224440360297003	0.429606601116238	-1.82704429894114	1.11858022120244	1.82103052985118	0.5170469626058	2.05692502155742	2.31260763962807	-1.41097417087195	2.65161580939662	-3.09365797580449	-0.535611210022725	-2.4750485763669	-2.92484225551171	-0.19747222717017	-0.32079425069371	0.719103475854679	0.178416271762091	-1.34519928208793	2.06005691981196
HOXA2	0.534651639206575	0.500584117468884	0.904584140188805	0.406590540738629	0.413736979477153	2.22137066864526	1.27214736036331	0.628006152072635	0.220421400284974	-0.449082580573395	1.82327882910723	2.1300644356542	1.33134972033568	2.27598579289231	2.21238953010106	1.80452576103675	3.74711813729312	3.44829017563699	2.44678446361281	2.69342451952246	-2.18475971645727	-2.4620879904359	-2.15454616515902	-2.08250150536883	-2.71845828042499	-1.41983734326856	-1.72308266935765	-2.02138638003512	-1.86958954795927	-3.28109583134328	-2.12367681215336	-3.16200517793763	-2.82159414292138	-2.0584858787332	-2.47235251663034	-2.59615727679029	-3.65192443527857	-3.54115967759025	-3.39392311386376	-3.49265271308863	-2.55772678072079	-2.58042127711282	-2.35105737794685	-2.96686945897393	-2.96226460950507	-2.41167518574708	-2.68748500527655	-2.4575331287773	1.03024456194467	1.005687199603	1.55634035215637	-0.42131254680895	0.917310193320399	1.62117888411817	2.0714055513552	1.83374408234135	1.01538713203884	1.13637137397877	1.78453277609348	0.810259926145786	0.304455908311403	1.7748796397442	2.20168559624337	1.19826368582215	2.25294846440057	2.79427224155658	1.04528195651133	2.27655127619256	-3.4005607455184	-1.78023896996366	-4.00838336074948	-3.11222737328165	-2.37219058034134	-3.14673733051222	-2.69596401371325	-2.96213852833629	-2.86553736222865	-2.64071706647255
HOXA5	2.98715102616962	0.162002576679491	1.71422689614633	0.830082455380776	0.986967571305722	3.85113616925127	1.43546244635163	1.68243787135163	1.6630961355053	0.586394879377493	1.06828818211399	2.24425194698757	0.858181709702797	2.04199022116149	2.4544624640346	0.750414462430709	3.33135292985603	3.13713968258917	1.58021909713593	2.04128547344116	-4.08197719246258	-3.2449287049568	-2.90594216183619	-3.68588658692991	-3.33814730809218	-2.47675117396778	-2.12780303210779	-3.05138813881007	-3.76740335748406	-4.96788393223668	-3.48390315825812	-4.4015848685003	-4.29367854369837	-3.00365296460219	-4.8187540419242	-3.89944258128056	-5.23207946861745	-5.10167484095436	-4.7741549113817	-4.63854974062567	-4.44903446142768	-4.40617708433822	-3.64211989535347	-4.90388180686175	-4.13286166839673	-3.54972705855446	-4.09328089082601	-3.92388766530061	1.37679905524273	2.5723274472341	3.02017175148451	0.309012495329315	2.60438413899672	2.61055286279773	3.23816633792737	2.62355203820946	1.45164462161346	1.99236168097218	3.61505649261182	2.58762052145851	2.00375703598376	3.6791670571487	4.93138119861947	2.87749732033434	4.53871181600045	4.40356565477508	3.03832268462632	4.2833688628058	-5.06599130507235	-1.83043364462815	-4.77053366401829	-4.86707688850625	-3.35865563658063	-4.96951193046738	-3.86959601303212	-4.37900809540167	-4.50264532219904	-4.0147417147758
HOXA9	1.75612229814462	1.36935027977013	1.03527742590633	1.05636496994434	1.10040934155148	3.82280041287262	-0.107621353817372	0.769849873242731	0.364384530248918	0.196014536197688	0.834076855790936	1.3300333541758	1.29556058701687	1.76283996973344	1.64401559498205	1.58616898519571	1.99400073806171	2.80980516689299	1.81841188853341	3.39434338015272	-1.59798897779783	-0.839376627934092	-2.07067674552263	-0.365261224693696	-1.08110101837127	-0.372225631640444	-0.843364407665815	-1.33205231980022	-1.63940013957558	-2.26306713422004	0.384636983617206	-2.11829465156827	-3.32373358414446	-0.250945369443985	-1.35686023850334	-1.25089748257927	-2.35569041273313	-2.58372272584725	-2.60005350620017	-2.51353105259867	-0.579066354805296	-3.19020534898932	-0.791680387711758	-2.0296986675727	-1.31528347468742	-0.860116255305838	-1.99050622764477	0.0880759369582392	-1.14324111798834	-0.487966289470575	-1.20900122907695	-1.97138156153734	-0.766012763712366	-0.0781807623485922	-0.887276192148997	0.0494175748193691	-1.34588219708988	0.879164762850489	0.210964526483477	0.95834906441513	0.00161876219953383	1.01008398622381	1.66637762998974	0.541249461366728	1.7862286140879	0.956667764904757	0.28527997359457	2.08177532943856	-3.03376933035648	0.108259938569796	-2.63602968086906	-3.79454087852603	-1.18738556677957	-1.55986216953573	-1.44257211367377	-1.38842574306185	-2.48510516597595	0.513967911215541
HOXB2	0.678465911281551	-0.451990199410233	0.122851844104196	-0.355757446068818	-0.193751540511612	1.59837182986777	0.8791629919257	0.0484109384652041	-0.181821053018647	-0.490367560855623	0.121585369270281	0.695339167392936	-0.817806859917626	0.554919739162847	0.611871407886971	-0.103534787555975	1.71258506219694	1.23881313446447	0.493090648808835	0.871793102827698	-0.731753604298149	-0.750716632630232	-0.279612252776639	-0.813203658123597	-1.72598176229475	-0.0523942919886353	0.0161859393398973	-0.490372514761024	-0.512575312961607	-3.52891837581141	-2.10568007888111	-3.49755455700167	-2.27124895746375	-2.69542263205993	-3.20849554724037	-3.47497077132482	-3.44982628167536	-3.6165725643602	-3.38482875126335	-3.25432115239733	-2.60800070174315	-2.40274675494635	-2.91189899528264	-3.30191987666584	-3.53750351139971	-2.52172887495383	-3.03075533550253	-3.30924342508141	3.11604630937736	2.81865853854174	3.02692644014478	1.26734153406893	2.88845876304353	3.60795619308441	3.9768010862729	3.60913733687085	2.77989318374567	2.7296788563428	2.43515251128236	1.47434122915951	0.727928689056429	2.29419011696762	2.97726363636078	2.00262109958639	2.58755537836006	3.08301304867269	1.98557815831283	2.89069611467335	-3.06912635379241	-1.4731238764934	-3.2283646647115	-1.94741939872239	-2.67333377557766	-3.42323463082094	-2.71898726643616	-2.68241045192531	-2.67390363907846	-3.0753328977594
HOXB5	2.60400360926837	0.861413511225742	1.63147504101081	1.00356001145755	1.33777641110084	3.34393788121427	2.38954200404658	1.81612002622845	1.46471576608254	0.387744503538469	1.69872355561349	2.49567516542152	1.02685859550882	2.27061873502782	2.69498262487226	1.01852008646313	3.25780557221127	2.76648723179645	1.8429150327508	2.21045568325941	-2.72253290445847	-2.46353253626852	-1.86641181529057	-3.25150261083987	-2.82584466947399	-1.82409068590877	-2.13185722756331	-2.58539536688325	-2.59966080981954	-4.38005746733243	-2.45413753880355	-3.92354119186674	-3.19065104493047	-2.81253288135491	-4.09188018441395	-3.75068953667993	-4.37626014072113	-4.38565560301038	-3.95146177558701	-4.3547645250696	-3.22894821728674	-3.37462954057321	-3.19648290310724	-4.09433041003621	-3.87717361932594	-3.24950397852853	-3.61549222420834	-3.63743617655558	1.15703645540067	1.9781938877273	2.47979280520331	0.0259710855130834	1.74181872704662	2.23070950630586	2.41592532024385	1.69217390728567	1.33238593134695	1.48040185444488	2.84478835987005	1.77666845620577	1.35316593177484	2.43643769002442	3.36412633748753	2.43737037622651	3.29631354936488	3.55362217261196	2.18199266328248	3.38082592962497	-4.60834461698919	-1.8173802266933	-4.36641485501661	-3.52131171557235	-3.04116384917567	-4.03175058318197	-3.56117980921695	-3.76708376487993	-3.47652998378474	-3.44440164048425
