name	variability	bootstrap_lower_bound	bootstrap_upper_bound	p_value	p_value_adj
SOX15	4.77794220596776	4.30619531035678	5.18600684340498	6.10179629830925e-316	2.24310352568393e-315
IRF3	4.27005927690316	3.68751909298603	4.79067133618295	9.23036768799136e-243	2.44756061234853e-242
IRF4	3.06611097278831	2.55751183964043	3.55186542899109	7.59473143020371e-106	1.20731971384319e-105
IRF5	2.44607362658697	2.08972522979721	2.762232053944	4.97883913228043e-56	6.35366650608568e-56
TCF7L1	4.73261223940799	4.27773940261929	5.13612328013904	4.8271253428172e-309	1.74477659039258e-308
ARGFX	4.02235784475675	3.63438181765747	4.34847430740762	2.32350446821291e-210	5.58850331202138e-210
ARNT2	2.08941884832909	1.78646532596018	2.36011393178324	4.39238297213266e-34	5.04772963227323e-34
ATF6	1.84353572718872	1.60634388688121	2.03554691447807	5.89054504807684e-22	6.33086818289987e-22
ATOH7	5.87506165824187	5.34595450303066	6.34304406495435	0	0
BACH2	5.45677372367856	4.62056947622466	6.05294957727707	0	0
BARX2	3.68312597544989	3.29569589280866	3.9957230016646	1.61346752295131e-169	3.32456524633598e-169
CDX4	4.63526101455782	4.1855616540157	4.99800388781604	1.80315376324367e-294	6.23871917015322e-294
CREB3L4	4.41197714456083	3.91196705820912	4.86231143732738	2.6723597475328e-262	7.78836376871047e-262
DMRTA2	3.27221077852643	2.97473270501556	3.52193466874228	1.41660258746455e-125	2.47714020024207e-125
DMRTC2	3.1830354366011	2.93425775705847	3.38328962234931	7.56426456652159e-117	1.28453521641456e-116
DPRX	3.04443400958716	2.81710231915225	3.23747186244035	7.32607020322954e-104	1.15047752948775e-103
DRGX	2.21315659591361	1.99645294721182	2.37547856365379	3.99784424319069e-41	4.72008252800069e-41
ETS2	4.02345082777873	3.40064361955708	4.59791053887012	1.69020915323824e-210	4.08046761994455e-210
FERD3L	7.48182179177705	6.75813587421482	8.1020368940358	0	0
FOXN3	2.32117783617709	1.91952379243646	2.6530839208444	9.01167439862771e-48	1.09803264329795e-47
HES6	1.65004312083203	1.40413587318784	1.86424080804488	3.1995998478716e-14	3.35517196365142e-14
HNF4A	4.61324211812035	4.2274140976834	4.92724521235612	3.20696219786675e-291	1.09205502211568e-290
HOXA1	2.9792953235919	2.73582394480042	3.18459935326542	5.28845813108018e-98	8.16618713796868e-98
HOXA4	1.38053899566332	1.18059494417829	1.54882211752351	2.90784475695095e-06	2.93964930898011e-06
HOXA6	3.36702578776522	3.00710167670621	3.67297160443876	3.57933652102857e-135	6.48692080981929e-135
HOXB4	2.06290446415764	1.8164090452183	2.25262963255387	1.17691130387861e-32	1.34060143241102e-32
HOXB6	3.49767302359749	3.18452881067264	3.75789032445354	6.23868112069989e-149	1.20131746580144e-148
HOXB7	3.16527371227442	2.82005232245616	3.47324552373026	3.82254092537095e-115	6.34149738132052e-115
HOXB8	2.84074652332105	2.58445938620092	3.0747194488745	4.57296117348475e-86	6.70908362640506e-86
HOXB9	3.29938811741726	2.96041712150132	3.58964614596761	2.71469753335081e-128	4.8253002859285e-128
HOXC4	1.39912794315656	1.20689658596779	1.55087643487537	1.05809794800168e-06	1.07470859082745e-06
HOXC8	3.15847100143143	2.8886413284431	3.38204881208871	1.70513959735899e-114	2.81435030482466e-114
HOXD10	3.56606718871591	3.21491051818394	3.83927811898696	2.22096666961605e-156	4.34128530284467e-156
HOXD4	1.81845402773681	1.58062282120556	1.9939547998077	7.3187845443895e-21	7.81394983534655e-21
IKZF1	5.57843552320822	4.99581833199513	6.0903666195315	0	0
IRF6	1.36080894681187	1.17136694762047	1.52390051360149	8.15094883016413e-06	8.21442974005637e-06
KLF11	3.24886337232924	2.77921203308817	3.63735376342218	2.9127898518258e-123	5.0524799842662e-123
KLF15	4.09089471232622	3.46478267731763	4.62632188524477	4.15034211906949e-219	1.0249127294038e-218
KLF17	4.28975118907999	3.87800072790715	4.66124789941532	1.97922987811424e-245	5.29157740140459e-245
KLF2	2.50719981398423	2.16173753527504	2.8321943234674	2.72012096030012e-60	3.56258757351048e-60
KLF3	2.93452179335931	2.5116201698434	3.30268213334998	4.56039008550034e-94	6.91000558622651e-94
KLF6	2.61095787345502	2.29274736165321	2.89896062628368	7.41270655288979e-68	1.00968866099362e-67
LHX5	3.88184228522896	3.54380536491143	4.1655310905489	6.03450721419064e-193	1.34169284109325e-192
MAF	3.47712287121632	3.25887121231749	3.62802901509291	1.00040661653037e-146	1.91497952927558e-146
MAFA	3.81463795401971	3.53556584568971	4.02905542831631	7.26503295580352e-185	1.58265196040568e-184
MAZ	5.71977079319272	5.11817919649837	6.2339469899103	0	0
MSANTD3	3.43180059168932	3.05049913204435	3.74347248170643	6.44827228967874e-142	1.20928468736874e-141
NHLH2	8.2832470138957	7.32678472051538	9.08971398676797	0	0
NKX6-3	3.17034499125279	2.88027745687751	3.39115597340492	1.25062850148098e-115	2.08545525891286e-115
NR1D1	3.17907829755464	2.67243150133714	3.62194037939028	1.81681089596313e-116	3.06912963365051e-116
NR1I2	2.89811610845153	2.55124597900418	3.18556717327165	6.37078609930231e-91	9.56356985208491e-91
NR1I3	2.32666762572373	2.06437522852784	2.544688163807	4.02415033250918e-48	4.92178689061142e-48
NR2C1	2.12435545795111	1.6494741907544	2.54258428544356	5.21635978621518e-36	6.04835982380147e-36
NR2F6	1.87190871363804	1.58291522193429	2.11321044813251	3.16182247159252e-23	3.41519054944969e-23
NR6A1	3.09944907228467	2.84827060506336	3.32818488941037	6.23536240405361e-109	1.00106190457139e-108
OSR1	1.54851540482635	1.3699245086639	1.6947741529497	7.92163428400803e-11	8.17431799322679e-11
OVOL1	2.37129687042342	2.13930059438654	2.56503633372162	5.18031138385138e-51	6.42080740488859e-51
OVOL2	2.23028509428403	1.97438389904632	2.43286166208715	3.79094318729076e-42	4.50871368047265e-42
PLAGL2	4.95441163567673	4.42251368634403	5.38082240848222	0	0
PPARD	2.01279645863943	1.72604108203054	2.25095297052577	4.90825096479457e-30	5.54212630754291e-30
RARB	2.00209564710396	1.69611979064269	2.28931062054102	1.72620396348231e-29	1.93898257703655e-29
RARG	1.41537102586488	1.14626841203585	1.64362266379355	4.23863861577439e-07	4.31873887308037e-07
RFX7	2.82169263947721	2.35791873934351	3.17407447299362	1.76105372177336e-84	2.56045338873566e-84
SMAD5	2.59093523277563	2.37170199837087	2.76813458856684	2.30069604127508e-66	3.10762074886216e-66
SNAI1	9.79687060370868	8.47401237080317	10.8187486154884	0	0
SNAI3	9.00917825811796	7.75822217302414	9.97298554683771	0	0
SOHLH2	1.51364043509682	1.30298925695665	1.70995740016449	9.03063293568038e-10	9.28906122318792e-10
SOX12	3.17779292422563	2.87907854239981	3.41410651980721	2.41432518799917e-116	4.06788644957152e-116
SOX14	3.06212626839551	2.72878813764781	3.37779441066679	1.76433766207568e-105	2.78421089600724e-105
SP9	3.90022976372377	3.35418403826585	4.35741620041552	3.48117341811609e-195	7.84780209589236e-195
TBX18	2.01106530662979	1.67341074530199	2.32166139634749	6.02011175164944e-30	6.78573572006478e-30
TCF21	3.68551772521103	3.35227077733311	3.98536994380598	8.59375994643919e-170	1.78783366088301e-169
TFAP2E	3.67408219859032	3.19949828649377	4.09803533921672	1.73927192151619e-168	3.56110421905372e-168
TGIF2LX	3.47042426717527	3.03057122254027	3.82893794672933	5.19587257605604e-146	9.91660636197127e-146
TGIF2LY	3.11480212628111	2.63396622415808	3.49236846333338	2.29129268765236e-110	3.69692361324459e-110
THRB	3.4955566470862	3.04499868550336	3.91415834899147	1.05411859314878e-148	2.02378258091176e-148
TLX2	2.67430505017986	2.41970195247892	2.89225422851496	1.12043789296499e-72	1.54567871374914e-72
VEZF1	3.94972863574029	3.41360167101566	4.44398083943261	2.85001010188265e-201	6.68100194173216e-201
ZBTB26	5.97525235968563	5.45478059112312	6.38106176930136	0	0
ZBTB32	1.79895051975941	1.62138605821285	1.95009698914698	4.97405709327805e-20	5.30183680288451e-20
ZBTB6	4.51957835245546	4.00184699620501	4.94966661705391	1.38566032674217e-277	4.39471682059894e-277
ZFP57	2.16132299825213	1.86177007480155	2.42024821376058	4.22980730857064e-38	4.93986521416102e-38
ZIC5	3.46533973680969	3.08079489363101	3.77369512799078	1.80991471335968e-145	3.4441612339521e-145
ZKSCAN1	2.74151134519437	2.55465472141275	2.87648025699666	5.87124609996809e-78	8.31224557260253e-78
ZNF135	2.98702286619601	2.48348568739043	3.43719292166993	1.08777276216523e-98	1.68370568689212e-98
ZNF136	2.36292735268365	2.04236424979945	2.61443695321216	1.82952954609969e-50	2.2589801838292e-50
ZNF140	3.68509503833077	3.43209956005889	3.89239516407237	9.60608852165644e-170	1.99203181843324e-169
ZNF274	3.28524892369945	3.00743190184546	3.50010920350885	7.09399911191972e-127	1.25404847688854e-126
ZNF317	4.83408933487798	4.39950690541164	5.17312748053846	0	0
ZNF382	3.11690383994018	2.91473925047003	3.27766495034302	1.45544447277186e-110	2.35418143470848e-110
ZNF460	2.92225642637915	2.51633052587758	3.25653560461532	5.29849750222226e-93	7.99097408843311e-93
ZNF528	5.08277283342585	4.6085300183746	5.49145095593208	0	0
ZNF682	3.93087810400238	3.56541691663142	4.26871028784287	6.06965671203609e-199	1.39753305789585e-198
ZNF684	5.93210069793485	5.51144608874282	6.27685369632266	0	0
ZSCAN29	1.45579214973822	1.23185475653486	1.64421321608122	3.83427310554478e-08	3.9190753543246e-08
ASCL1	10.791982652014	9.54732690356696	11.7856867780243	0	0
ATF3	3.91320222251106	3.40346411629056	4.42839816316333	9.01412261768444e-197	2.0535694836767e-196
BATF_JUN	7.77086523641714	6.77778945705216	8.49737616490116	0	0
BCL6	4.11729719777631	3.75578027562402	4.38891068440426	1.59848979513651e-222	4.02421360876778e-222
E2F2	2.38125898425032	1.98258819553902	2.69904299948435	1.14426536530825e-51	1.42647339374651e-51
E2F3	1.27038884647588	1.10067943883941	1.41854617264079	0.00052191361214886	0.000525160353126458
E2F4	2.46709412044954	2.13246576076419	2.72647901949311	1.7684767479629e-57	2.28384122940518e-57
EMX1	3.63888715373772	3.31529840136809	3.91937311046893	1.70210247962217e-164	3.45222665929637e-164
GATA5	6.02081177197088	5.01887344579507	6.8201777969477	0	0
GFI1	1.83271824372991	1.58855927963211	2.02362725705254	1.75957800767135e-21	1.88484597841617e-21
GSX2	1.56612936191445	1.37111166918689	1.72842994083116	2.20640670181357e-11	2.28407221771741e-11
HES1	2.54768135172417	2.09187538914861	2.99117471821559	3.40684823289717e-63	4.5168664071403e-63
HES2	1.94980884182284	1.64204057096224	2.26451667629283	6.8796748553233e-27	7.60880278870799e-27
HOXA2	2.22419194479239	2.02463663784877	2.38611996938263	8.79082806826097e-42	1.04360839636052e-41
HOXA5	3.35003032338592	3.10040444985292	3.55484822253028	1.98688635043254e-133	3.59082533164763e-133
HOXA9	1.64849899655831	1.41250806216306	1.84207270872719	3.63242851852985e-14	3.80288228396248e-14
HOXB2	2.31186954125546	2.07632343162797	2.53290839447087	3.51369554341289e-47	4.27323499358674e-47
HOXB5	2.83347790438139	2.63063336745805	2.99321547765514	1.84783068135857e-85	2.70485622361763e-85
HOXC9	3.57130678907496	3.20840822598654	3.88173695913853	5.87448121881566e-157	1.15525512114703e-156
HOXD3	2.60123036243897	2.34879681175689	2.80948087334326	3.95078566979825e-67	5.35882249131963e-67
HOXD8	2.84074652332105	2.58445938620092	3.0747194488745	4.57296117348475e-86	6.70908362640506e-86
HOXD9	5.06625656995596	4.59546804649447	5.43944600857013	0	0
JUNB	7.06970861184165	5.8055276899462	7.93204459588865	0	0
LHX9	3.39166415022418	3.12998832630298	3.6173547291329	1.01478357488711e-137	1.8652414004317e-137
LMX1A	3.95542396707331	3.55112633250212	4.30857494054516	5.6092702583115e-202	1.31970831168274e-201
LMX1B	3.73961787589949	3.35541138459416	4.07730843335436	4.91251008894155e-176	1.04209640247383e-175
NEUROG1	1.8531758894404	1.65860859964585	2.02674974885277	2.19998703241933e-22	2.37231934995885e-22
NRL	3.19888654925408	2.9292488999362	3.40694903741243	2.23190985750452e-118	3.83035988807805e-118
PITX1	2.75348118869325	2.44224911582921	3.01645133808093	6.46119457909435e-79	9.2282403811789e-79
PRRX2	2.85815067822161	2.5827844744474	3.08348329623466	1.58500196788856e-87	2.33598239914328e-87
SOX4	6.02868153758468	5.5675095854735	6.42253945139823	0	0
SOX8	4.91141073743591	4.46552211473467	5.3109162683265	0	0
SP3	3.415779080652	2.90965338238253	3.84341189098557	3.10280071591437e-140	5.80205798611733e-140
TCFL5	4.68949148559973	3.93026382612117	5.3655738027643	1.5107439874347e-302	5.37061186741896e-302
TFEC	2.28851579496455	1.96606083362265	2.55700575044841	1.03131137299327e-45	1.24721207163858e-45
ZNF740	4.14247165130781	3.58167817571899	4.65757733486481	8.41770534996707e-226	2.13578641624655e-225
DMRTA1	3.45686391220847	3.17875987766658	3.6879168466374	1.44239952317437e-144	2.72874997512812e-144
ETV7	3.30462705476486	2.71724384365833	3.82899650133413	8.06816992783482e-129	1.43804571441023e-128
ZIM3	5.21249302619966	4.72470640852566	5.59893446074287	0	0
ZNF257	5.2158116965812	4.68725519620799	5.65759967044639	0	0
ZNF343	4.14667991350435	3.7174039662863	4.51275638750637	2.37115111169845e-226	6.03990066641297e-226
ZNF454	4.38909335582411	3.96434884812797	4.74776029674423	4.21946594995401e-259	1.20796215469922e-258
ZNF610	4.5042947893503	3.82366630896691	5.07715080610224	2.17514573883453e-275	6.7659581395478e-275
ZNF675	5.56738179462652	5.12972359700221	5.9395002261145	0	0
ZNF707	5.01837256911828	4.47135937045853	5.50886373686764	0	0
ZNF76	2.71998263557399	2.36155311705231	3.02168140012623	3.01241861429735e-76	4.21869013733849e-76
ZNF784	1.91660500029557	1.59370160503746	2.19823514730641	2.69027510399642e-25	2.93031648532943e-25
ZNF8	2.71039961953262	2.52036951909901	2.86810014032431	1.71606776911414e-75	2.39287897977769e-75
ZNF816	6.53360512681146	6.0279304734469	6.95111469688448	0	0
ZNF85	2.71939373063806	2.48812655627595	2.92488956789009	3.3531306010327e-76	4.68569222217745e-76
ZNF93	5.13831475349634	4.45214758510192	5.71163231842789	0	0
ZSCAN31	3.78371480284064	3.49270601272988	4.02717896970183	3.35213543573129e-181	7.22943875639382e-181
PRDM9	5.67415761831699	5.19150616690888	6.10831083320654	0	0
ATF2	2.28127092851825	1.97043568267138	2.57593436384413	2.91274252722279e-45	3.50939369667252e-45
BATF	7.99801877559766	6.97921527143473	8.72941560671951	0	0
BHLHE22	10.0383694221669	8.90263799810552	11.0435916042605	0	0
EBF3	8.85875123560341	7.75432948602192	9.70613520076875	0	0
HAND2	8.46057791413289	7.59129149365995	9.20635121555278	0	0
MYF5	12.6062033066562	11.1342558031085	13.8331258710451	0	0
NFIB	6.76126467994674	6.26503755427309	7.1548255912805	0	0
NFYC	4.56621358842355	3.78388336674952	5.1860284463485	2.4596886531357e-284	8.16112081322462e-284
NKX2-2	3.93865077634782	3.62636568019337	4.19802933783664	6.67812269808249e-200	1.55983587929941e-199
OSR2	4.5338053713867	4.22063468602066	4.76968937534707	1.23102933756889e-279	3.92352700200528e-279
TCF12	9.08389323131835	7.78106284993611	10.1048122053077	0	0
ZBTB12	4.55995607483266	4.23728295397988	4.84277345196123	2.00042243535115e-283	6.60343528404179e-283
ZBTB14	3.98396731705266	3.35369068334519	4.54560600891107	1.56167659548607e-205	3.74223984177589e-205
ZFP42	3.30790997735503	2.90266260864821	3.70323629968168	3.76756435294569e-129	6.73374070816537e-129
ZKSCAN5	2.87297284118796	2.56760332679368	3.13221927505568	8.86250879985157e-89	1.31817084908137e-88
ZNF148	4.96497158440614	4.36337344052266	5.45828687098019	0	0
ZNF16	6.03388909091746	5.43482187120184	6.53966824846711	0	0
ZNF341	5.51088565767973	4.85701354704258	6.07703355284091	0	0
ZNF449	5.17880580718183	4.82748030923105	5.45728507210653	0	0
ZNF652	4.44408072919692	4.07547865746579	4.7670075226957	8.10846816168334e-267	2.41759396341434e-266
FOXA3	4.15315992874743	3.50862254103537	4.66342189811354	3.36099185304233e-227	8.62921320999361e-227
ZNF189	5.97551903183089	5.2203140808947	6.60171572783381	0	0
ZNF331	6.95667007268088	6.26774920809113	7.55724913592338	0	0
ZNF417	3.6289223828915	3.20914229265411	3.99450141611444	2.25308521906492e-163	4.5131459341641e-163
ZNF549	5.81365477729339	5.3307355097088	6.189647869869	0	0
ZNF680	5.45829303510897	4.92206337032671	5.92116985735851	0	0
ZNF708	6.29529930971609	5.76829539342805	6.69384911160664	0	0
ZNF768	5.71340251712348	5.24938791937563	6.08903497196337	0	0
ATF4	2.37899588770197	2.13597315123885	2.57695352226017	1.61380951972796e-51	2.00795146012306e-51
BATF3	7.60607981426758	6.67948962366533	8.3107644484697	0	0
CDX2	4.59976297962824	4.21941260985826	4.90216195633041	3.07110078594621e-289	1.04031529241214e-288
CEBPA	5.04243872579354	4.60144074916969	5.40193840692501	0	0
CEBPD	4.63044523550828	4.17152815857146	4.99421150256795	9.29620095359366e-294	3.19927766860378e-293
CREB1	2.79918247438731	2.41465126079936	3.18331176424141	1.26306907723389e-82	1.8241198503802e-82
CTCFL	4.50453434339476	4.09548336202973	4.84634567019823	2.00971328705656e-275	6.28156761703185e-275
E2F6	6.14957035927741	5.45154932682532	6.74750326412761	0	0
EBF1	8.98771225879645	7.79763101703229	9.9074645717071	0	0
EGR1	3.71098134023766	3.13677622624914	4.20609087943184	1.02061375303143e-172	2.14395161756926e-172
EHF	2.03818677924971	1.79433302649263	2.23894270268534	2.37757211502133e-31	2.69875290950667e-31
ELF1	2.28240071077509	1.87498462062894	2.62146545395234	2.4781201919616e-45	2.99131299290888e-45
ELF3	2.63007467007696	2.18768945256194	2.96524978718057	2.69970408986733e-69	3.69282990728152e-69
ESRRA	2.43442338095198	1.94728910741244	2.82192354536526	3.11260869308645e-55	3.94874083220968e-55
ETV1	4.45295167343702	3.83893549494977	4.91699533210595	4.50971018676004e-268	1.36344976207184e-267
FOSL1	8.46988633327694	7.3861254433373	9.27751677452637	0	0
FOXA1	4.96751088760439	4.41645583252548	5.42787215979832	0	0
FOXA2	4.55369286905127	3.95882425568121	5.03226104608637	1.62487113447437e-282	5.33650570560873e-282
FOXK2	5.84946368096539	4.92885407797943	6.58181739797691	0	0
FOXP1	5.13506458652258	4.39054438971467	5.7206471894733	0	0
GABPA	3.68384198973838	3.16828753696987	4.09707114383377	1.33623059030337e-169	2.76211243426926e-169
GATA1	4.50733680663013	3.88849320339212	5.00347823582759	7.96316476900367e-276	2.50105223570164e-275
GATA4	7.63171507744552	6.38033848998638	8.59393687324739	0	0
GATA6	7.49948901016189	6.2294958030701	8.47688695716334	0	0
GRHL2	4.78265222371294	4.37276147119989	5.11588449959663	1.16034355429539e-316	4.28995589629949e-316
HLF	3.86153071364789	3.51265487199558	4.1176109154779	1.73721552089896e-190	3.84924123980009e-190
HNF4G	4.35191854414274	4.03146819579786	4.60951023247664	6.05057607842845e-254	1.6946851613607e-253
HOXB13	6.11881879835458	5.58573617802425	6.5587934924485	0	0
KLF4	2.4880779384381	2.13531530374692	2.81892188160171	6.07495877533872e-59	7.92439178960515e-59
KLF9	3.06360998874695	2.69116017270658	3.39496738784688	1.28926676181605e-105	2.03950023201707e-105
LHX2	2.21666179204872	1.97325406481827	2.40940727865433	2.47408476288598e-41	2.92638545079933e-41
MAFF	3.90640474753274	3.63083526015819	4.11422726534267	6.12551697009359e-196	1.3857375802974e-195
MAFK	4.42131957219415	3.88967311726489	4.86084002193438	1.30575345831254e-263	3.84010221603733e-263
MEF2A	4.32760652452205	3.65540237874231	4.85239162872802	1.34232853937265e-250	3.71148104689788e-250
MITF	1.95129896600095	1.69657126389203	2.19854900406521	5.82144535727022e-27	6.44944374341409e-27
MXI1	4.35562086755599	3.81872545544662	4.82024893480956	1.86390107654058e-254	5.28922805491997e-254
MYOD1	8.9837705592908	7.95478604426727	9.81800880188357	0	0
MYOG	11.6429264282803	10.4244497810777	12.7446540697895	0	0
MZF1	4.44295779483828	3.89086485820701	4.90179940987593	1.16837004940464e-266	3.46759367873761e-266
MAFG_NFE2L1	8.40783280479832	7.36718284962774	9.14564890316719	0	0
NFIL3	3.92726990420432	3.53414884472313	4.24849663625992	1.68806893492422e-198	3.87298085424102e-198
NFYB	2.56084432458159	2.22131647937587	2.87072058417705	3.75922998024434e-64	5.02525164714481e-64
NKX2-5	3.22347476177373	2.83293205009436	3.54493550706231	9.0575972017819e-121	1.5627374372141e-120
NR4A1	3.2686097382438	2.9737161143724	3.5233235791707	3.2307625525213e-125	5.63424089348055e-125
ONECUT1	4.6745469348905	4.15844077514061	5.13230131332276	2.60147102547253e-300	9.19755056546844e-300
OTX2	3.44771038196102	3.0355066967151	3.79754650547229	1.34794575323989e-143	2.54262653745251e-143
PBX2	6.67902309129693	6.02577841824394	7.19610812788247	0	0
PHOX2B	5.38664798223562	4.92599837789329	5.76028560721178	0	0
PKNOX1	2.6882615045559	2.36731171275277	2.96989429450137	9.26484560146303e-74	1.28358781673374e-73
POU2F3	2.86833307234544	2.41095012218409	3.219203757455	2.19028057296013e-88	3.24281814806683e-88
PRDM1	5.60236448000756	5.06406049914998	6.04290775902618	0	0
RUNX3	5.19270750779137	4.71731229117246	5.57610744857109	0	0
SCRT1	4.5379694983267	3.98897558620577	4.99484596230722	3.07966538075563e-280	9.91315174800444e-280
SCRT2	4.80434236222866	4.23082860994169	5.24757108751574	5.43126364473282e-320	2.04306025868272e-319
SNAI2	8.2077870580271	7.01001963425493	9.10340967135496	0	0
SOX2	4.41456895061907	4.08729452176553	4.69267835475659	1.15741966129749e-262	3.38846389529176e-262
SPIB	2.62714576035678	2.30098610220656	2.92838192168454	4.49405793200813e-69	6.13429426584231e-69
TCF3	9.13696038874226	7.89678536546955	10.1165131437253	0	0
TCF4	8.69044849176449	7.51408449610995	9.62620365970346	0	0
TCF7	4.99300543698184	4.41339870993713	5.47434263279645	0	0
TEAD1	5.14069397941951	4.72255489897566	5.48587188680495	0	0
TEAD4	4.5510339069945	4.1805793065302	4.86521426973349	3.9500605533049e-282	1.29075211009509e-281
TWIST1	8.53823315061905	7.68686842131735	9.30269558262045	0	0
USF1	1.6724398664361	1.43810089804167	1.91057430265116	4.9420487096178e-15	5.19075570636805e-15
YY2	3.75619006234835	3.1656242712649	4.28041954430703	5.72810378239024e-178	1.22717985006837e-177
ZNF263	7.29853605709605	6.66574856050588	7.87948509759378	0	0
CREM	4.70603864411042	4.18088924247278	5.20993414776711	4.94630237065371e-305	1.76809814022815e-304
BNC2	8.19132303674445	7.151744107832	8.95836511178119	0	0
ELK1_HOXA1	3.82489060677488	3.34053437955321	4.2754555553038	4.35382327659878e-186	9.54889376257428e-186
ELK1_HOXB13	2.60679513646178	2.24765866229683	2.91763574636422	1.5184540862415e-67	2.06394914663498e-67
ELK1_SREBF2	3.25441491731895	2.84024474541572	3.59847157339187	8.24350155786272e-124	1.43374879245623e-123
ERF_FIGLA	11.1176666511498	9.93934215105807	12.1057567143895	0	0
ERF_FOXI1	2.52811127924649	2.2024235993155	2.81708758100751	8.775173731904e-62	1.15868110296773e-61
ERF_FOXO1	4.86032614675118	4.37871824470226	5.2662598648348	0	0
ERF_HOXB13	2.81713470702553	2.39200640746459	3.17661774968129	4.19803639380945e-84	6.07635245367945e-84
ERF_NHLH1	6.68158643587611	6.15372803988943	7.12842738193657	0	0
ERF_SREBF2	1.70632152158537	1.46626694840324	1.9198615867733	2.65702852846015e-16	2.80440042074016e-16
ETV2_DRGX	2.32404384730007	1.94679591307915	2.64272966520535	5.91783935139679e-48	7.2242303025542e-48
ETV2_FIGLA	9.6252985687287	8.71548141765231	10.4026522099836	0	0
ETV2_FOXI1	4.25680181579586	3.78692918294288	4.6557143546803	5.67843521703005e-241	1.49347462821888e-240
ETV2_HOXB13	3.08109643626024	2.72183446713175	3.37619407875121	3.15194714838647e-107	5.02293055420208e-107
ETV5_DRGX	2.8931360850318	2.39213229527435	3.29040861704033	1.70056415875154e-90	2.54102773836547e-90
ETV5_FIGLA	10.144058953201	9.15091658842639	10.9897136315878	0	0
ETV5_FOXI1	4.40933997763785	3.99748159694498	4.76821803561334	6.25773403042486e-262	1.81558471645062e-261
ETV5_FOXO1	5.06485683266334	4.42594693101107	5.58770310982051	0	0
ETV5_HOXA2	1.54100043698337	1.28771020871357	1.7723254453426	1.35305413827057e-10	1.39399048958767e-10
FLI1_DRGX	2.83024015355127	2.38379711882554	3.1925857190251	3.43692719155416e-85	5.01962052581386e-85
FLI1_FOXI1	5.4201135538313	4.88576089249464	5.89766159830179	0	0
FOXJ2_ELF1	2.03252283398731	1.71476688569848	2.30709150021935	4.69601039083669e-31	5.32104855143842e-31
FOXO1_ELF1	5.72141659663859	5.20901513730363	6.17359954022195	0	0
FOXO1_ELK1	4.10716038772295	3.69501031801722	4.45371797402156	3.29245110973636e-221	8.19313795384393e-221
FOXO1_ELK3	4.65584465338467	4.18133198400007	5.04693838963194	1.5940275831158e-297	5.60508612106478e-297
FOXO1_FLI1	4.65339522969674	4.20273439834123	5.04600794057075	3.68670525713763e-297	1.28241844159573e-296
HOXB2_ELK1	3.24194464626443	2.83174976714553	3.62846096607517	1.39938349853313e-122	2.42085861912014e-122
HOXD12_ELK1	2.97339286255749	2.5167750153177	3.33047315146999	1.76369453748397e-97	2.71692944226698e-97
KLF7	3.77403203586045	3.20244885262516	4.23246103777979	4.6303687576539e-180	9.95298533621951e-180
MGA_EVX1	1.92523369536574	1.72637242610961	2.08266611440614	1.04825000252096e-25	1.14757656790366e-25
PATZ1	4.10801615704954	3.64258652120046	4.50594436987418	2.55120516965051e-221	6.37308781762116e-221
POU2F1_SOX2	4.27756410028173	3.93066213893373	4.5696401330445	8.90732022680996e-244	2.37161982993664e-243
SATB1	3.11806552844206	2.80176829656648	3.38156888684849	1.13237539856555e-110	1.83620772649602e-110
SMAD2	4.33927563474555	3.90811289973403	4.68151707609505	3.34528813555383e-252	9.32931648147986e-252
SP5	5.55008203614603	4.96820387590717	6.07135913991143	0	0
TFAP4_ETV1	9.66896617766816	8.66610408257253	10.5704438903179	0	0
TFAP4_FLI1	12.4079000269726	11.017024957794	13.6288179406457	0	0
TFCP2	2.70771539774948	2.35895567646326	2.97961254789958	2.78973124704068e-75	3.88162605771037e-75
THRA	3.06475771860547	2.58016537859327	3.45647679626802	1.01134578430743e-105	1.60377628050712e-105
TRPS1	7.14382653844948	5.95785563170019	8.06691872695234	0	0
ZBED2	2.5644954864109	2.23329736910811	2.8512785680831	2.03421869145983e-64	2.73057986177284e-64
ZFP14	7.46035520561648	6.82017833428068	7.99473567151385	0	0
ZKSCAN3	3.39835849584193	3.00343237448908	3.71751101957567	2.04373006276224e-138	3.78880616219819e-138
ZNF211	2.00730434136025	1.75811680566756	2.21872586990411	9.37201200957777e-30	1.05455509046901e-29
ZNF214	3.58314236998323	3.21705226714099	3.8765588931731	2.88850214051326e-158	5.6977466003417e-158
ZNF320	5.71751784680865	5.13158499324507	6.22009424406105	0	0
ZNF324	5.78724001271805	5.20120506701659	6.29134344810104	0	0
ZNF354A	3.38029474956221	3.03946224465316	3.67885960752083	1.52976021765128e-136	2.78804186146585e-136
ZNF416	4.54053621953565	4.10274900527512	4.90754690477855	1.31002604243261e-280	4.23793424726948e-280
ZNF418	5.90683448878196	5.46750808812707	6.24940109494791	0	0
ZNF530	5.9672984522886	5.51662059075672	6.35572905505217	0	0
ZNF574	3.88546121805088	3.60819902213139	4.08484638025514	2.19250320020014e-193	4.89155024320514e-193
ZNF582	4.19845065085506	3.93442705022551	4.40798886194342	3.58687414550326e-233	9.3201107314884e-233
ZNF667	3.17072456504971	2.90701854603631	3.37722289522586	1.15019769601169e-115	1.92294033415908e-115
